ImageName	MouseID	SpotID	TimePoint	DayAfterInduction
2020_01_25__17_06_49h__channel00.tif	bf4845	SPOT2	10	d17/
2020_01_26__15_50_00h__channel00.tif	bf4845	SPOT2	11	d18/
2020_01_27__10_13_46h__channel00.tif	bf4845	SPOT2	12	d19/
2020_01_28__10_52_52h__channel00.tif	bf4845	SPOT2	13	d20/
2020_01_29__10_48_30h__channel00.tif	bf4845	SPOT2	14	d21/
2020_01_30__15_30_34h__channel00.tif	bf4845	SPOT2	15	d22/
2020_02_01__11_14_45h__channel00.tif	bf4845	SPOT2	16	d24/
2020_02_03__10_47_12h__channel00.tif	bf4845	SPOT2	17	d26/
2020_02_04__10_42_45h__channel00.tif	bf4845	SPOT2	18	d27/
2020_02_05__11_44_28h__channel00.tif	bf4845	SPOT2	19	d28/
2020_02_06__10_30_26h__channel00.tif	bf4845	SPOT2	20	d29/
2020_02_08__13_09_22h__channel00.tif	bf4845	SPOT2	21	d31/
2020_02_09__12_18_59h__channel00.tif	bf4845	SPOT2	22	d32/
2020_02_10__10_21_48h__channel00.tif	bf4845	SPOT2	23	d33/
2020_02_11__10_51_01h__channel00.tif	bf4845	SPOT2	24	d34/
2020_02_12__10_55_19h__channel00.tif	bf4845	SPOT2	25	d35/
2020_02_13__11_26_31h__channel00.tif	bf4845	SPOT2	26	d36/
2020_02_15__18_39_00h__channel00.tif	bf4845	SPOT2	27	d38/
2020_02_16__16_45_41h__channel00.tif	bf4845	SPOT2	28	d39/
2020_02_17__15_16_29h__channel00.tif	bf4845	SPOT2	29	d40/
2020_02_18__11_00_42h__channel00.tif	bf4845	SPOT2	30	d41/
2020_02_19__12_11_51h__channel00.tif	bf4845	SPOT2	31	d42/
2020_02_20__11_10_09h__channel00.tif	bf4845	SPOT2	32	d43/
2020_02_21__10_58_45h__channel00.tif	bf4845	SPOT2	33	d44/
2020_02_23__14_36_27h__channel00.tif	bf4845	SPOT2	34	d46/
2020_02_25__10_56_47h__channel00.tif	bf4845	SPOT2	35	d48/
2020_01_15__10_59_14h__channel00.tif	bf4845	SPOT3	1	d7/
2020_01_18__12_35_13h__channel00.tif	bf4845	SPOT3	2	d10/
2020_01_19__16_11_40h__channel00.tif	bf4845	SPOT3	3	d11/
2020_01_20__11_18_27h__channel00.tif	bf4845	SPOT3	4	d12/
2020_01_21__10_30_29h__channel00.tif	bf4845	SPOT3	5	d13/
2020_01_22__09_43_16h__channel00.tif	bf4845	SPOT3	6	d14/
2020_01_23__10_03_44h__channel00.tif	bf4845	SPOT3	7	d15/
2020_01_24__09_49_54h__channel00.tif	bf4845	SPOT3	8	d16/
2020_01_25__17_01_01h__channel00.tif	bf4845	SPOT3	9	d17/
2020_01_26__15_45_25h__channel00.tif	bf4845	SPOT3	10	d18/
2020_01_27__10_04_54h__channel00.tif	bf4845	SPOT3	11	d19/
2020_01_28__10_47_12h__channel00.tif	bf4845	SPOT3	12	d20/
2020_01_29__10_42_53h__channel00.tif	bf4845	SPOT3	13	d21/
2020_01_30__15_24_48h__channel00.tif	bf4845	SPOT3	14	d22/
2020_02_01__11_10_04h__channel00.tif	bf4845	SPOT3	15	d24/
2020_02_03__10_40_24h__channel00.tif	bf4845	SPOT3	16	d26/
2020_02_04__10_36_33h__channel00.tif	bf4845	SPOT3	17	d27/
2020_02_05__11_38_41h__channel00.tif	bf4845	SPOT3	18	d28/
2020_02_06__10_24_38h__channel00.tif	bf4845	SPOT3	19	d29/
2020_02_08__13_03_35h__channel00.tif	bf4845	SPOT3	20	d31/
2020_02_09__12_13_03h__channel00.tif	bf4845	SPOT3	21	d32/
2020_02_10__10_15_54h__channel00.tif	bf4845	SPOT3	22	d33/
2020_02_11__10_44_58h__channel00.tif	bf4845	SPOT3	23	d34/
2020_02_12__10_49_53h__channel00.tif	bf4845	SPOT3	24	d35/
2020_02_13__11_20_11h__channel00.tif	bf4845	SPOT3	25	d36/
2020_02_15__18_33_34h__channel00.tif	bf4845	SPOT3	26	d38/
2020_02_16__16_39_57h__channel00.tif	bf4845	SPOT3	27	d39/
2020_02_17__15_11_11h__channel00.tif	bf4845	SPOT3	28	d40/
2020_02_18__10_55_04h__channel00.tif	bf4845	SPOT3	29	d41/
2020_02_19__12_06_20h__channel00.tif	bf4845	SPOT3	30	d42/
2020_02_20__11_04_23h__channel00.tif	bf4845	SPOT3	31	d43/
2020_02_21__10_53_20h__channel00.tif	bf4845	SPOT3	32	d44/
2020_02_23__14_54_38h__channel00.tif	bf4845	SPOT3	33	d46/
2020_02_25__10_50_29h__channel00.tif	bf4845	SPOT3	34	d48/
2020_01_14__11_25_19h__channel00.tif	bf4845	SPOT4	1	d6/
2020_01_15__10_54_55h__channel00.tif	bf4845	SPOT4	2	d7/
2020_01_18__12_23_03h__channel00.tif	bf4845	SPOT4	3	d10/
2020_01_19__16_16_09h__channel00.tif	bf4845	SPOT4	4	d11/
2020_01_20__11_23_48h__channel00.tif	bf4845	SPOT4	5	d12/
2020_01_21__10_30_29h__channel00.tif	bf4845	SPOT4	6	d13/
2020_01_22__09_43_16h__channel00.tif	bf4845	SPOT4	7	d14/
2020_01_23__10_03_44h__channel00.tif	bf4845	SPOT4	8	d15/
2020_01_24__09_49_54h__channel00.tif	bf4845	SPOT4	9	d16/
2020_01_25__17_01_01h__channel00.tif	bf4845	SPOT4	10	d17/
2020_01_26__15_45_25h__channel00.tif	bf4845	SPOT4	11	d18/
2020_01_27__10_04_54h__channel00.tif	bf4845	SPOT4	12	d19/
2020_01_28__10_47_12h__channel00.tif	bf4845	SPOT4	13	d20/
2020_01_29__10_42_53h__channel00.tif	bf4845	SPOT4	14	d21/
2020_01_30__15_24_48h__channel00.tif	bf4845	SPOT4	15	d22/
2020_02_01__11_10_04h__channel00.tif	bf4845	SPOT4	16	d24/
2020_02_03__10_40_24h__channel00.tif	bf4845	SPOT4	17	d26/
2020_02_04__10_36_33h__channel00.tif	bf4845	SPOT4	18	d27/
2020_02_05__11_38_41h__channel00.tif	bf4845	SPOT4	19	d28/
2020_02_06__10_24_38h__channel00.tif	bf4845	SPOT4	20	d29/
2020_02_08__13_03_35h__channel00.tif	bf4845	SPOT4	21	d31/
2020_02_09__12_13_03h__channel00.tif	bf4845	SPOT4	22	d32/
2020_02_10__10_15_54h__channel00.tif	bf4845	SPOT4	23	d33/
2020_02_11__10_44_58h__channel00.tif	bf4845	SPOT4	24	d34/
2020_02_12__10_49_53h__channel00.tif	bf4845	SPOT4	25	d35/
2020_02_13__11_20_11h__channel00.tif	bf4845	SPOT4	26	d36/
2020_02_15__18_33_34h__channel00.tif	bf4845	SPOT4	27	d38/
2020_02_16__16_39_57h__channel00.tif	bf4845	SPOT4	28	d39/
2020_02_17__15_11_11h__channel00.tif	bf4845	SPOT4	29	d40/
2020_02_18__10_55_04h__channel00.tif	bf4845	SPOT4	30	d41/
2020_02_19__12_06_20h__channel00.tif	bf4845	SPOT4	31	d42/
2020_02_20__11_04_23h__channel00.tif	bf4845	SPOT4	32	d43/
2020_02_21__10_53_20h__channel00.tif	bf4845	SPOT4	33	d44/
2020_02_23__14_54_38h__channel00.tif	bf4845	SPOT4	34	d46/
2020_02_25__10_50_29h__channel00.tif	bf4845	SPOT4	35	d48/
2020_01_19__16_22_13h__channel00.tif	bf4845	SPOT5	1	d11/
2020_01_20__11_29_46h__channel00.tif	bf4845	SPOT5	2	d12/
2020_01_21__10_40_27h__channel00.tif	bf4845	SPOT5	3	d13/
2020_01_22__09_55_30h__channel00.tif	bf4845	SPOT5	4	d14/
2020_01_23__10_15_31h__channel00.tif	bf4845	SPOT5	5	d15/
2020_01_24__10_00_53h__channel00.tif	bf4845	SPOT5	6	d16/
2020_01_25__17_12_53h__channel00.tif	bf4845	SPOT5	7	d17/
2020_01_26__15_58_39h__channel00.tif	bf4845	SPOT5	8	d18/
2020_01_27__10_19_44h__channel00.tif	bf4845	SPOT5	9	d19/
2020_01_28__10_58_49h__channel00.tif	bf4845	SPOT5	10	d20/
2020_01_29__10_55_47h__channel00.tif	bf4845	SPOT5	11	d21/
2020_01_30__15_37_32h__channel00.tif	bf4845	SPOT5	12	d22/
2020_02_01__11_29_20h__channel00.tif	bf4845	SPOT5	13	d24/
2020_02_03__10_53_27h__channel00.tif	bf4845	SPOT5	14	d26/
2020_02_04__10_48_40h__channel00.tif	bf4845	SPOT5	15	d27/
2020_02_05__11_50_33h__channel00.tif	bf4845	SPOT5	16	d28/
2020_02_06__10_35_50h__channel00.tif	bf4845	SPOT5	17	d29/
2020_02_08__13_15_14h__channel00.tif	bf4845	SPOT5	18	d31/
2020_02_09__12_26_14h__channel00.tif	bf4845	SPOT5	19	d32/
2020_02_10__10_27_33h__channel00.tif	bf4845	SPOT5	20	d33/
2020_02_11__10_57_04h__channel00.tif	bf4845	SPOT5	21	d34/
2020_02_12__11_01_35h__channel00.tif	bf4845	SPOT5	22	d35/
2020_02_13__11_33_11h__channel00.tif	bf4845	SPOT5	23	d36/
2020_02_15__18_44_28h__channel00.tif	bf4845	SPOT5	24	d38/
2020_02_16__16_51_42h__channel00.tif	bf4845	SPOT5	25	d39/
2020_02_17__15_22_28h__channel00.tif	bf4845	SPOT5	26	d40/
2020_02_18__11_09_38h__channel00.tif	bf4845	SPOT5	27	d41/
2020_02_19__12_17_44h__channel00.tif	bf4845	SPOT5	28	d42/
2020_02_20__11_18_17h__channel00.tif	bf4845	SPOT5	29	d43/
2020_02_21__11_04_32h__channel00.tif	bf4845	SPOT5	30	d44/
2020_02_23__14_42_38h__channel00.tif	bf4845	SPOT5	31	d46/
2020_02_25__11_02_54h__channel00.tif	bf4845	SPOT5	32	d48/
2020_01_21__10_45_49h__channel00.tif	bf4845	SPOT6	1	d13/
2020_01_22__10_00_54h__channel00.tif	bf4845	SPOT6	2	d14/
2020_01_23__10_20_52h__channel00.tif	bf4845	SPOT6	3	d15/
2020_01_24__10_06_23h__channel00.tif	bf4845	SPOT6	4	d16/
2020_01_25__17_18_14h__channel00.tif	bf4845	SPOT6	5	d17/
2020_01_26__16_07_30h__channel00.tif	bf4845	SPOT6	6	d18/
2020_01_27__10_34_02h__channel00.tif	bf4845	SPOT6	7	d19/
2020_01_28__11_03_45h__channel00.tif	bf4845	SPOT6	8	d20/
2020_01_29__11_00_36h__channel00.tif	bf4845	SPOT6	9	d21/
2020_01_30__15_50_06h__channel00.tif	bf4845	SPOT6	10	d22/
2020_02_01__11_34_11h__channel00.tif	bf4845	SPOT6	11	d24/
2020_02_03__10_57_58h__channel00.tif	bf4845	SPOT6	12	d26/
2020_02_04__10_52_57h__channel00.tif	bf4845	SPOT6	13	d27/
2020_02_05__12_10_34h__channel00.tif	bf4845	SPOT6	14	d28/
2020_02_08__13_29_31h__channel00.tif	bf4845	SPOT6	15	d31/
2020_02_09__12_41_00h__channel00.tif	bf4845	SPOT6	16	d32/
2020_02_10__10_41_29h__channel00.tif	bf4845	SPOT6	17	d33/
2020_02_11__11_11_17h__channel00.tif	bf4845	SPOT6	18	d34/
2020_02_12__11_17_19h__channel00.tif	bf4845	SPOT6	19	d35/
2020_02_13__11_48_34h__channel00.tif	bf4845	SPOT6	20	d36/
2020_02_15__18_54_21h__channel00.tif	bf4845	SPOT6	21	d38/
2020_02_16__17_02_23h__channel00.tif	bf4845	SPOT6	22	d39/
2020_02_17__15_32_37h__channel00.tif	bf4845	SPOT6	23	d40/
2020_02_18__11_19_51h__channel00.tif	bf4845	SPOT6	24	d41/
2020_02_19__12_28_29h__channel00.tif	bf4845	SPOT6	25	d42/
2020_02_20__11_29_09h__channel00.tif	bf4845	SPOT6	26	d43/
2020_02_21__11_14_49h__channel00.tif	bf4845	SPOT6	27	d44/
2020_02_23__14_59_40h__channel00.tif	bf4845	SPOT6	28	d46/
2020_02_25__11_16_52h__channel00.tif	bf4845	SPOT6	29	d48/
2020_02_04__11_03_50h__channel00.tif	bf4845	SPOT9	1	d27/
2020_02_05__12_01_11h__channel00.tif	bf4845	SPOT9	2	d28/
2020_02_06__10_51_18h__channel00.tif	bf4845	SPOT9	3	d29/
2020_02_08__13_19_20h__channel00.tif	bf4845	SPOT9	4	d31/
2020_02_09__12_30_45h__channel00.tif	bf4845	SPOT9	5	d32/
2020_02_10__10_32_03h__channel00.tif	bf4845	SPOT9	6	d33/
2020_02_11__11_01_53h__channel00.tif	bf4845	SPOT9	7	d34/
2020_02_12__11_06_22h__channel00.tif	bf4845	SPOT9	8	d35/
2020_02_13__11_39_12h__channel00.tif	bf4845	SPOT9	9	d36/
2020_02_15__18_49_28h__channel00.tif	bf4845	SPOT9	10	d38/
2020_02_16__16_57_17h__channel00.tif	bf4845	SPOT9	11	d39/
2020_02_17__15_27_59h__channel00.tif	bf4845	SPOT9	12	d40/
2020_02_18__11_14_33h__channel00.tif	bf4845	SPOT9	13	d41/
2020_02_19__12_23_17h__channel00.tif	bf4845	SPOT9	14	d42/
2020_02_20__11_24_04h__channel00.tif	bf4845	SPOT9	15	d43/
2020_02_21__11_09_46h__channel00.tif	bf4845	SPOT9	16	d44/
2020_02_23__14_47_48h__channel00.tif	bf4845	SPOT9	17	d46/
2020_02_25__11_11_09h__channel00.tif	bf4845	SPOT9	18	d48/
