ImageName	MouseID	SpotID	TimePoint	DayAfterInduction
2019_07_07__12_30_17h__channel00.tif	bf3419	SPOT10	63	d75/
2019_07_08__14_48_51h__channel00.tif	bf3419	SPOT10	64	d76/
2019_07_09__10_29_41h__channel00.tif	bf3419	SPOT10	65	d77/
2019_07_10__05_49_25h__channel00.tif	bf3419	SPOT10	66	d78/
2019_07_11__10_23_35h__channel00.tif	bf3419	SPOT10	67	d79/
2019_07_12__13_49_49h__channel00.tif	bf3419	SPOT10	68	d80/
2019_07_13__21_36_24h__channel00.tif	bf3419	SPOT10	69	d81/
2019_07_16__10_02_36h__channel00.tif	bf3419	SPOT10	70	d84/
2019_07_17__11_16_33h__channel00.tif	bf3419	SPOT10	71	d85/
2019_07_18__11_07_18h__channel00.tif	bf3419	SPOT10	72	d86/
2019_07_19__12_04_28h__channel00.tif	bf3419	SPOT10	73	d87/
2019_07_20__13_06_59h__channel00.tif	bf3419	SPOT10	74	d88/
2019_07_21__11_42_42h__channel00.tif	bf3419	SPOT10	75	d89/
2019_07_22__08_41_09h__channel00.tif	bf3419	SPOT10	76	d90/
2019_07_23__08_46_58h__channel00.tif	bf3419	SPOT10	77	d91/
2019_07_24__11_10_56h__channel00.tif	bf3419	SPOT10	78	d92/
2019_07_26__11_14_01h__channel00.tif	bf3419	SPOT10	79	d94/
2019_07_27__11_41_00h__channel00.tif	bf3419	SPOT10	80	d95/
2019_07_28__11_50_53h__channel00.tif	bf3419	SPOT10	81	d96/
2019_07_29__09_16_21h__channel00.tif	bf3419	SPOT10	82	d97/
2019_07_30__08_45_45h__channel00.tif	bf3419	SPOT10	83	d98/
2019_07_31__08_44_00h__channel00.tif	bf3419	SPOT10	84	d99/
2019_08_01__11_46_18h__channel00.tif	bf3419	SPOT10	85	d100/
2019_08_02__15_44_42h__channel00.tif	bf3419	SPOT10	86	d101/
2019_08_03__14_30_00h__channel00.tif	bf3419	SPOT10	87	d102/
2019_08_04__11_04_40h__channel00.tif	bf3419	SPOT10	88	d103/
2019_08_05__10_52_28h__channel00.tif	bf3419	SPOT10	89	d104/
2019_08_06__09_45_21h__channel00.tif	bf3419	SPOT10	90	d105/
2019_08_08__07_02_26h__channel00.tif	bf3419	SPOT10	91	d107/
2019_05_04__15_21_16h__channel00.tif	bf3419	SPOT11	1	d11/
2019_05_05__20_22_52h__channel00.tif	bf3419	SPOT11	2	d12/
2019_05_06__18_35_03h__channel00.tif	bf3419	SPOT11	3	d13/
2019_05_07__20_26_05h__channel00.tif	bf3419	SPOT11	4	d14/
2019_05_08__20_18_11h__channel00.tif	bf3419	SPOT11	5	d15/
2019_05_09__17_07_16h__channel00.tif	bf3419	SPOT11	6	d16/
2019_05_10__17_55_56h__channel00.tif	bf3419	SPOT11	7	d17/
2019_05_11__16_12_04h__channel00.tif	bf3419	SPOT11	8	d18/
2019_05_12__15_55_37h__channel00.tif	bf3419	SPOT11	9	d19/
2019_05_13__18_12_54h__channel00.tif	bf3419	SPOT11	10	d20/
2019_05_14__16_19_21h__channel00.tif	bf3419	SPOT11	11	d21/
2019_05_15__18_53_10h__channel00.tif	bf3419	SPOT11	12	d22/
2019_05_16__11_24_39h__channel00.tif	bf3419	SPOT11	13	d23/
2019_05_17__16_44_46h__channel00.tif	bf3419	SPOT11	14	d24/
2019_05_18__18_02_30h__channel00.tif	bf3419	SPOT11	15	d25/
2019_05_19__16_49_40h__channel00.tif	bf3419	SPOT11	16	d26/
2019_05_20__14_26_09h__channel00.tif	bf3419	SPOT11	17	d27/
2019_05_21__18_06_50h__channel00.tif	bf3419	SPOT11	18	d28/
2019_05_22__17_52_40h__channel00.tif	bf3419	SPOT11	19	d29/
2019_05_23__17_20_12h__channel00.tif	bf3419	SPOT11	20	d30/
2019_05_24__18_32_37h__channel00.tif	bf3419	SPOT11	21	d31/
2019_05_25__16_46_18h__channel00.tif	bf3419	SPOT11	22	d32/
2019_05_26__15_00_25h__channel00.tif	bf3419	SPOT11	23	d33/
2019_05_27__15_40_47h__channel00.tif	bf3419	SPOT11	24	d34/
2019_05_29__10_38_46h__channel00.tif	bf3419	SPOT11	25	d36/
2019_05_30__12_54_43h__channel00.tif	bf3419	SPOT11	26	d37/
2019_05_31__12_12_51h__channel00.tif	bf3419	SPOT11	27	d38/
2019_06_01__13_23_01h__channel00.tif	bf3419	SPOT11	28	d39/
2019_06_02__13_09_37h__channel00.tif	bf3419	SPOT11	29	d40/
2019_06_03__12_58_15h__channel00.tif	bf3419	SPOT11	30	d41/
2019_06_04__12_09_33h__channel00.tif	bf3419	SPOT11	31	d42/
2019_06_05__12_53_52h__channel00.tif	bf3419	SPOT11	32	d43/
2019_06_06__14_39_23h__channel00.tif	bf3419	SPOT11	33	d44/
2019_06_07__12_25_50h__channel00.tif	bf3419	SPOT11	34	d45/
2019_06_08__13_44_46h__channel00.tif	bf3419	SPOT11	35	d46/
2019_06_09__12_04_35h__channel00.tif	bf3419	SPOT11	36	d47/
2019_06_10__13_36_22h__channel00.tif	bf3419	SPOT11	37	d48/
2019_06_11__11_50_39h__channel00.tif	bf3419	SPOT11	38	d49/
2019_06_12__11_21_31h__channel00.tif	bf3419	SPOT11	39	d50/
2019_06_13__15_17_49h__channel00.tif	bf3419	SPOT11	40	d51/
2019_06_14__15_30_28h__channel00.tif	bf3419	SPOT11	41	d52/
2019_06_15__14_11_57h__channel00.tif	bf3419	SPOT11	42	d53/
2019_06_16__12_34_21h__channel00.tif	bf3419	SPOT11	43	d54/
2019_06_17__14_44_20h__channel00.tif	bf3419	SPOT11	44	d55/
2019_06_18__13_56_37h__channel00.tif	bf3419	SPOT11	45	d56/
2019_06_19__15_00_49h__channel00.tif	bf3419	SPOT11	46	d57/
2019_06_20__16_00_09h__channel00.tif	bf3419	SPOT11	47	d58/
2019_06_21__13_50_58h__channel00.tif	bf3419	SPOT11	48	d59/
2019_06_22__13_12_20h__channel00.tif	bf3419	SPOT11	49	d60/
2019_06_23__11_59_20h__channel00.tif	bf3419	SPOT11	50	d61/
2019_06_24__19_40_21h__channel00.tif	bf3419	SPOT11	51	d62/
2019_06_25__19_05_21h__channel00.tif	bf3419	SPOT11	52	d63/
2019_06_26__18_22_34h__channel00.tif	bf3419	SPOT11	53	d64/
2019_06_27__14_13_22h__channel00.tif	bf3419	SPOT11	54	d65/
2019_06_28__15_53_12h__channel00.tif	bf3419	SPOT11	55	d66/
2019_06_29__14_34_56h__channel00.tif	bf3419	SPOT11	56	d67/
2019_06_30__14_32_52h__channel00.tif	bf3419	SPOT11	57	d68/
2019_07_01__12_16_29h__channel00.tif	bf3419	SPOT11	58	d69/
2019_07_02__14_44_01h__channel00.tif	bf3419	SPOT11	59	d70/
2019_07_03__11_37_52h__channel00.tif	bf3419	SPOT11	60	d71/
2019_07_04__11_38_20h__channel00.tif	bf3419	SPOT11	61	d72/
2019_07_05__11_56_50h__channel00.tif	bf3419	SPOT11	62	d73/
2019_07_06__14_30_59h__channel00.tif	bf3419	SPOT11	63	d74/
2019_07_07__13_07_58h__channel00.tif	bf3419	SPOT11	64	d75/
2019_07_08__15_23_44h__channel00.tif	bf3419	SPOT11	65	d76/
2019_07_09__11_04_25h__channel00.tif	bf3419	SPOT11	66	d77/
2019_07_10__06_21_46h__channel00.tif	bf3419	SPOT11	67	d78/
2019_07_11__11_03_54h__channel00.tif	bf3419	SPOT11	68	d79/
2019_07_12__14_34_05h__channel00.tif	bf3419	SPOT11	69	d80/
2019_07_13__22_12_47h__channel00.tif	bf3419	SPOT11	70	d81/
2019_07_16__10_36_03h__channel00.tif	bf3419	SPOT11	71	d84/
2019_07_17__11_51_24h__channel00.tif	bf3419	SPOT11	72	d85/
2019_07_18__11_43_39h__channel00.tif	bf3419	SPOT11	73	d86/
2019_07_19__12_41_50h__channel00.tif	bf3419	SPOT11	74	d87/
2019_07_20__13_41_52h__channel00.tif	bf3419	SPOT11	75	d88/
2019_07_21__12_16_55h__channel00.tif	bf3419	SPOT11	76	d89/
2019_07_22__09_20_02h__channel00.tif	bf3419	SPOT11	77	d90/
2019_07_23__09_34_15h__channel00.tif	bf3419	SPOT11	78	d91/
2019_07_24__11_55_47h__channel00.tif	bf3419	SPOT11	79	d92/
2019_07_26__12_12_46h__channel00.tif	bf3419	SPOT11	80	d94/
2019_07_27__12_26_09h__channel00.tif	bf3419	SPOT11	81	d95/
2019_07_28__12_26_36h__channel00.tif	bf3419	SPOT11	82	d96/
2019_07_29__09_50_49h__channel00.tif	bf3419	SPOT11	83	d97/
2019_07_30__09_19_43h__channel00.tif	bf3419	SPOT11	84	d98/
2019_07_31__09_17_24h__channel00.tif	bf3419	SPOT11	85	d99/
2019_08_01__12_23_22h__channel00.tif	bf3419	SPOT11	86	d100/
2019_08_02__16_22_47h__channel00.tif	bf3419	SPOT11	87	d101/
2019_08_05__10_59_00h__channel00.tif	bf3419	SPOT11	88	d104/
2019_08_06__10_23_50h__channel00.tif	bf3419	SPOT11	89	d105/
2019_05_05__20_00_06h__channel00.tif	bf3419	SPOT12	1	d12/
2019_05_06__17_58_33h__channel00.tif	bf3419	SPOT12	2	d13/
2019_05_07__20_13_13h__channel00.tif	bf3419	SPOT12	3	d14/
2019_05_08__19_52_49h__channel00.tif	bf3419	SPOT12	4	d15/
2019_05_09__16_43_16h__channel00.tif	bf3419	SPOT12	5	d16/
2019_05_10__17_31_00h__channel00.tif	bf3419	SPOT12	6	d17/
2019_05_11__15_47_29h__channel00.tif	bf3419	SPOT12	7	d18/
2019_05_12__15_31_01h__channel00.tif	bf3419	SPOT12	8	d19/
2019_05_13__17_49_29h__channel00.tif	bf3419	SPOT12	9	d20/
2019_05_14__15_54_54h__channel00.tif	bf3419	SPOT12	10	d21/
2019_05_15__18_29_52h__channel00.tif	bf3419	SPOT12	11	d22/
2019_05_16__10_59_30h__channel00.tif	bf3419	SPOT12	12	d23/
2019_05_17__16_19_53h__channel00.tif	bf3419	SPOT12	13	d24/
2019_05_18__17_38_04h__channel00.tif	bf3419	SPOT12	14	d25/
2019_05_19__16_24_42h__channel00.tif	bf3419	SPOT12	15	d26/
2019_05_20__13_58_38h__channel00.tif	bf3419	SPOT12	16	d27/
2019_05_21__17_38_01h__channel00.tif	bf3419	SPOT12	17	d28/
2019_05_22__18_08_28h__channel00.tif	bf3419	SPOT12	18	d29/
2019_05_23__16_51_35h__channel00.tif	bf3419	SPOT12	19	d30/
2019_05_24__18_05_14h__channel00.tif	bf3419	SPOT12	20	d31/
2019_05_25__16_13_09h__channel00.tif	bf3419	SPOT12	21	d32/
2019_05_26__14_35_27h__channel00.tif	bf3419	SPOT12	22	d33/
2019_05_27__15_15_31h__channel00.tif	bf3419	SPOT12	23	d34/
2019_05_29__10_10_43h__channel00.tif	bf3419	SPOT12	24	d36/
2019_05_30__12_28_51h__channel00.tif	bf3419	SPOT12	25	d37/
2019_05_31__11_47_13h__channel00.tif	bf3419	SPOT12	26	d38/
2019_06_01__12_58_59h__channel00.tif	bf3419	SPOT12	27	d39/
2019_06_02__12_43_51h__channel00.tif	bf3419	SPOT12	28	d40/
2019_06_03__12_29_26h__channel00.tif	bf3419	SPOT12	29	d41/
2019_06_04__11_44_03h__channel00.tif	bf3419	SPOT12	30	d42/
2019_06_05__12_28_28h__channel00.tif	bf3419	SPOT12	31	d43/
2019_06_06__14_13_32h__channel00.tif	bf3419	SPOT12	32	d44/
2019_06_07__12_00_22h__channel00.tif	bf3419	SPOT12	33	d45/
2019_06_08__13_19_08h__channel00.tif	bf3419	SPOT12	34	d46/
2019_06_09__11_37_35h__channel00.tif	bf3419	SPOT12	35	d47/
2019_06_10__13_07_08h__channel00.tif	bf3419	SPOT12	36	d48/
2019_06_11__11_25_48h__channel00.tif	bf3419	SPOT12	37	d49/
2019_06_12__10_54_02h__channel00.tif	bf3419	SPOT12	38	d50/
2019_06_13__14_54_49h__channel00.tif	bf3419	SPOT12	39	d51/
2019_06_14__15_07_30h__channel00.tif	bf3419	SPOT12	40	d52/
2019_06_15__13_48_29h__channel00.tif	bf3419	SPOT12	41	d53/
2019_06_16__12_09_40h__channel00.tif	bf3419	SPOT12	42	d54/
2019_06_17__14_23_26h__channel00.tif	bf3419	SPOT12	43	d55/
2019_06_18__13_37_54h__channel00.tif	bf3419	SPOT12	44	d56/
2019_06_19__14_39_03h__channel00.tif	bf3419	SPOT12	45	d57/
2019_06_20__15_39_15h__channel00.tif	bf3419	SPOT12	46	d58/
2019_06_21__13_30_38h__channel00.tif	bf3419	SPOT12	47	d59/
2019_06_22__12_51_37h__channel00.tif	bf3419	SPOT12	48	d60/
2019_06_23__11_39_19h__channel00.tif	bf3419	SPOT12	49	d61/
2019_06_24__19_20_54h__channel00.tif	bf3419	SPOT12	50	d62/
2019_06_25__18_41_23h__channel00.tif	bf3419	SPOT12	51	d63/
2019_06_26__18_07_06h__channel00.tif	bf3419	SPOT12	52	d64/
2019_06_27__13_56_22h__channel00.tif	bf3419	SPOT12	53	d65/
2019_06_28__15_36_41h__channel00.tif	bf3419	SPOT12	54	d66/
2019_06_29__14_18_51h__channel00.tif	bf3419	SPOT12	55	d67/
2019_06_30__14_16_26h__channel00.tif	bf3419	SPOT12	56	d68/
2019_07_01__12_00_40h__channel00.tif	bf3419	SPOT12	57	d69/
2019_07_02__14_28_24h__channel00.tif	bf3419	SPOT12	58	d70/
2019_07_03__11_21_43h__channel00.tif	bf3419	SPOT12	59	d71/
2019_07_04__11_22_39h__channel00.tif	bf3419	SPOT12	60	d72/
2019_07_05__11_40_56h__channel00.tif	bf3419	SPOT12	61	d73/
2019_07_06__14_02_58h__channel00.tif	bf3419	SPOT12	62	d74/
2019_07_07__12_51_39h__channel00.tif	bf3419	SPOT12	63	d75/
2019_07_08__15_05_02h__channel00.tif	bf3419	SPOT12	64	d76/
2019_07_09__10_47_35h__channel00.tif	bf3419	SPOT12	65	d77/
2019_07_10__06_05_27h__channel00.tif	bf3419	SPOT12	66	d78/
2019_07_11__10_44_20h__channel00.tif	bf3419	SPOT12	67	d79/
2019_07_12__14_10_25h__channel00.tif	bf3419	SPOT12	68	d80/
2019_07_13__21_55_20h__channel00.tif	bf3419	SPOT12	69	d81/
2019_07_16__10_19_45h__channel00.tif	bf3419	SPOT12	70	d84/
2019_07_17__11_33_25h__channel00.tif	bf3419	SPOT12	71	d85/
2019_07_18__11_25_25h__channel00.tif	bf3419	SPOT12	72	d86/
2019_07_19__12_23_34h__channel00.tif	bf3419	SPOT12	73	d87/
2019_07_20__13_24_11h__channel00.tif	bf3419	SPOT12	74	d88/
2019_07_21__11_58_59h__channel00.tif	bf3419	SPOT12	75	d89/
2019_07_22__08_56_54h__channel00.tif	bf3419	SPOT12	76	d90/
2019_07_23__09_10_25h__channel00.tif	bf3419	SPOT12	77	d91/
2019_07_24__11_38_15h__channel00.tif	bf3419	SPOT12	78	d92/
2019_07_26__11_30_25h__channel00.tif	bf3419	SPOT12	79	d94/
2019_07_27__12_07_08h__channel00.tif	bf3419	SPOT12	80	d95/
2019_07_28__12_07_47h__channel00.tif	bf3419	SPOT12	81	d96/
2019_07_29__09_33_07h__channel00.tif	bf3419	SPOT12	82	d97/
2019_07_30__09_02_15h__channel00.tif	bf3419	SPOT12	83	d98/
2019_07_31__08_59_59h__channel00.tif	bf3419	SPOT12	84	d99/
2019_08_01__12_03_01h__channel00.tif	bf3419	SPOT12	85	d100/
2019_08_02__16_05_46h__channel00.tif	bf3419	SPOT12	86	d101/
2019_08_03__15_07_17h__channel00.tif	bf3419	SPOT12	87	d102/
2019_08_04__11_32_01h__channel00.tif	bf3419	SPOT12	88	d103/
2019_08_05__10_08_58h__channel00.tif	bf3419	SPOT12	89	d104/
2019_08_06__10_06_34h__channel00.tif	bf3419	SPOT12	90	d105/
2019_08_08__07_17_21h__channel00.tif	bf3419	SPOT12	91	d107/
2019_05_07__20_19_29h__channel00.tif	bf3419	SPOT13	1	d14/
2019_05_08__20_11_03h__channel00.tif	bf3419	SPOT13	2	d15/
2019_05_09__17_01_41h__channel00.tif	bf3419	SPOT13	3	d16/
