ImageName	MouseID	SpotID	TimePoint	DayAfterInduction
2019_07_15__22_16_56h__channel00.tif	bf2983	SPOT1	40	d45/
2019_07_16__16_06_45h__channel00.tif	bf2983	SPOT1	41	d46/
2019_07_17__12_55_09h__channel00.tif	bf2983	SPOT1	42	d47/
2019_07_18__12_55_02h__channel00.tif	bf2983	SPOT1	43	d48/
2019_07_19__19_06_16h__channel00.tif	bf2983	SPOT1	44	d49/
2019_07_20__14_52_42h__channel00.tif	bf2983	SPOT1	45	d50/
2019_07_21__13_37_10h__channel00.tif	bf2983	SPOT1	46	d51/
2019_07_22__11_14_11h__channel00.tif	bf2983	SPOT1	47	d52/
2019_07_23__11_10_20h__channel00.tif	bf2983	SPOT1	48	d53/
2019_07_24__14_36_50h__channel00.tif	bf2983	SPOT1	49	d54/
2019_07_26__14_24_51h__channel00.tif	bf2983	SPOT1	50	d56/
2019_07_27__14_48_51h__channel00.tif	bf2983	SPOT1	51	d57/
2019_07_28__13_55_50h__channel00.tif	bf2983	SPOT1	52	d58/
2019_07_29__19_25_45h__channel00.tif	bf2983	SPOT1	53	d59/
2019_07_30__13_16_05h__channel00.tif	bf2983	SPOT1	54	d60/
2019_07_31__12_23_13h__channel00.tif	bf2983	SPOT1	55	d61/
2019_08_01__13_58_59h__channel00.tif	bf2983	SPOT1	56	d62/
2019_08_02__17_33_59h__channel00.tif	bf2983	SPOT1	57	d63/
2019_08_03__13_27_08h__channel00.tif	bf2983	SPOT1	58	d64/
2019_08_04__13_38_55h__channel00.tif	bf2983	SPOT1	59	d65/
2019_08_05__12_26_11h__channel00.tif	bf2983	SPOT1	60	d66/
2019_08_07__07_31_36h__channel00.tif	bf2983	SPOT1	61	d68/
2019_08_08__08_51_43h__channel00.tif	bf2983	SPOT1	62	d69/
2019_08_09__07_14_20h__channel00.tif	bf2983	SPOT1	63	d70/
2019_08_10__06_55_59h__channel00.tif	bf2983	SPOT1	64	d71/
2019_08_12__12_37_37h__channel00.tif	bf2983	SPOT1	65	d73/
2019_08_16__13_22_57h__channel00.tif	bf2983	SPOT1	66	d77/
2019_08_20__22_55_18h__channel00.tif	bf2983	SPOT1	67	d81/
2019_08_22__08_46_37h__channel00.tif	bf2983	SPOT1	68	d83/
2019_08_23__08_33_05h__channel00.tif	bf2983	SPOT1	69	d84/
2019_08_24__08_51_42h__channel00.tif	bf2983	SPOT1	70	d85/
2019_08_25__09_02_02h__channel00.tif	bf2983	SPOT1	71	d86/
2019_08_26__08_00_42h__channel00.tif	bf2983	SPOT1	72	d87/
2019_08_27__07_47_30h__channel00.tif	bf2983	SPOT1	73	d88/
2019_08_28__08_48_13h__channel00.tif	bf2983	SPOT1	74	d89/
2019_08_29__08_00_28h__channel00.tif	bf2983	SPOT1	75	d90/
2019_08_30__09_05_08h__channel00.tif	bf2983	SPOT1	76	d91/
2019_08_31__10_10_34h__channel00.tif	bf2983	SPOT1	77	d92/
2019_09_01__09_50_15h__channel00.tif	bf2983	SPOT1	78	d93/
2019_09_02__09_32_33h__channel00.tif	bf2983	SPOT1	79	d94/
2019_09_03__09_08_01h__channel00.tif	bf2983	SPOT1	80	d95/
2019_09_04__08_39_10h__channel00.tif	bf2983	SPOT1	81	d96/
2019_09_05__08_33_30h__channel00.tif	bf2983	SPOT1	82	d97/
2019_09_06__09_25_26h__channel00.tif	bf2983	SPOT1	83	d98/
2019_09_07__11_58_44h__channel00.tif	bf2983	SPOT1	84	d99/
2019_09_08__10_19_36h__channel00.tif	bf2983	SPOT1	85	d100/
2019_09_09__09_29_44h__channel00.tif	bf2983	SPOT1	86	d101/
2019_09_10__09_37_05h__channel00.tif	bf2983	SPOT1	87	d102/
2019_09_11__09_45_19h__channel00.tif	bf2983	SPOT1	88	d103/
2019_09_12__09_49_16h__channel00.tif	bf2983	SPOT1	89	d104/
2019_09_13__12_07_39h__channel00.tif	bf2983	SPOT1	90	d105/
2019_09_14__11_24_42h__channel00.tif	bf2983	SPOT1	91	d106/
2019_09_15__10_29_36h__channel00.tif	bf2983	SPOT1	92	d107/
2019_09_16__09_25_51h__channel00.tif	bf2983	SPOT1	93	d108/
2019_09_17__09_48_49h__channel00.tif	bf2983	SPOT1	94	d109/
2019_09_18__09_52_05h__channel00.tif	bf2983	SPOT1	95	d110/
2019_09_19__09_59_11h__channel00.tif	bf2983	SPOT1	96	d111/
2019_09_20__10_56_39h__channel00.tif	bf2983	SPOT1	97	d112/
2019_09_21__11_53_45h__channel00.tif	bf2983	SPOT1	98	d113/
2019_09_22__12_02_49h__channel00.tif	bf2983	SPOT1	99	d114/
2019_09_23__09_56_04h__channel00.tif	bf2983	SPOT1	100	d115/
2019_09_24__10_06_31h__channel00.tif	bf2983	SPOT1	101	d116/
2019_06_11__14_46_47h__channel00.tif	bf2983	SPOT10	1	d11/
2019_06_12__13_43_26h__channel00.tif	bf2983	SPOT10	2	d12/
2019_06_13__17_30_40h__channel00.tif	bf2983	SPOT10	3	d13/
2019_06_14__18_09_56h__channel00.tif	bf2983	SPOT10	4	d14/
2019_06_15__17_07_28h__channel00.tif	bf2983	SPOT10	5	d15/
2019_06_16__15_43_54h__channel00.tif	bf2983	SPOT10	6	d16/
2019_06_17__16_51_07h__channel00.tif	bf2983	SPOT10	7	d17/
2019_06_18__17_01_03h__channel00.tif	bf2983	SPOT10	8	d18/
2019_06_19__16_55_46h__channel00.tif	bf2983	SPOT10	9	d19/
2019_06_20__19_34_47h__channel00.tif	bf2983	SPOT10	10	d20/
2019_06_21__15_33_56h__channel00.tif	bf2983	SPOT10	11	d21/
2019_06_22__15_03_26h__channel00.tif	bf2983	SPOT10	12	d22/
2019_06_23__13_44_56h__channel00.tif	bf2983	SPOT10	13	d23/
2019_06_24__21_21_27h__channel00.tif	bf2983	SPOT10	14	d24/
2019_06_25__19_59_04h__channel00.tif	bf2983	SPOT10	15	d25/
2019_06_26__20_49_15h__channel00.tif	bf2983	SPOT10	16	d26/
2019_06_27__16_06_40h__channel00.tif	bf2983	SPOT10	17	d27/
2019_06_28__17_37_13h__channel00.tif	bf2983	SPOT10	18	d28/
2019_06_29__16_14_16h__channel00.tif	bf2983	SPOT10	19	d29/
2019_06_30__16_09_30h__channel00.tif	bf2983	SPOT10	20	d30/
2019_07_01__15_06_47h__channel00.tif	bf2983	SPOT10	21	d31/
2019_07_02__16_36_51h__channel00.tif	bf2983	SPOT10	22	d32/
2019_07_03__14_47_02h__channel00.tif	bf2983	SPOT10	23	d33/
2019_07_04__16_24_21h__channel00.tif	bf2983	SPOT10	24	d34/
2019_07_05__14_49_42h__channel00.tif	bf2983	SPOT10	25	d35/
2019_07_06__16_38_24h__channel00.tif	bf2983	SPOT10	26	d36/
2019_07_07__14_44_31h__channel00.tif	bf2983	SPOT10	27	d37/
2019_07_08__17_05_30h__channel00.tif	bf2983	SPOT10	28	d38/
2019_07_09__12_49_26h__channel00.tif	bf2983	SPOT10	29	d39/
2019_07_10__07_49_38h__channel00.tif	bf2983	SPOT10	30	d40/
2019_07_11__16_01_57h__channel00.tif	bf2983	SPOT10	31	d41/
2019_07_12__11_40_05h__channel00.tif	bf2983	SPOT10	32	d42/
2019_07_14__00_17_07h__channel00.tif	bf2983	SPOT10	33	d43/
2019_07_16__16_43_33h__channel00.tif	bf2983	SPOT10	34	d46/
2019_07_17__13_38_43h__channel00.tif	bf2983	SPOT10	35	d47/
2019_07_18__13_30_07h__channel00.tif	bf2983	SPOT10	36	d48/
2019_07_19__19_42_15h__channel00.tif	bf2983	SPOT10	37	d49/
2019_07_20__15_29_10h__channel00.tif	bf2983	SPOT10	38	d50/
2019_07_21__14_18_58h__channel00.tif	bf2983	SPOT10	39	d51/
2019_07_22__11_49_59h__channel00.tif	bf2983	SPOT10	40	d52/
2019_07_23__11_46_35h__channel00.tif	bf2983	SPOT10	41	d53/
2019_07_24__15_13_51h__channel00.tif	bf2983	SPOT10	42	d54/
2019_07_26__15_02_22h__channel00.tif	bf2983	SPOT10	43	d56/
2019_07_27__15_33_27h__channel00.tif	bf2983	SPOT10	44	d57/
2019_07_28__14_31_41h__channel00.tif	bf2983	SPOT10	45	d58/
2019_07_29__19_58_13h__channel00.tif	bf2983	SPOT10	46	d59/
2019_07_30__13_49_39h__channel00.tif	bf2983	SPOT10	47	d60/
2019_07_31__13_00_57h__channel00.tif	bf2983	SPOT10	48	d61/
2019_08_01__14_32_46h__channel00.tif	bf2983	SPOT10	49	d62/
2019_08_02__18_08_23h__channel00.tif	bf2983	SPOT10	50	d63/
2019_08_03__14_16_31h__channel00.tif	bf2983	SPOT10	51	d64/
2019_08_04__14_15_57h__channel00.tif	bf2983	SPOT10	52	d65/
2019_08_05__13_02_15h__channel00.tif	bf2983	SPOT10	53	d66/
2019_08_07__07_55_24h__channel00.tif	bf2983	SPOT10	54	d68/
2019_08_08__09_11_34h__channel00.tif	bf2983	SPOT10	55	d69/
2019_08_09__07_48_17h__channel00.tif	bf2983	SPOT10	56	d70/
2019_08_10__07_29_10h__channel00.tif	bf2983	SPOT10	57	d71/
2019_08_12__13_24_32h__channel00.tif	bf2983	SPOT10	58	d73/
2019_08_16__14_09_27h__channel00.tif	bf2983	SPOT10	59	d77/
2019_08_20__23_20_05h__channel00.tif	bf2983	SPOT10	60	d81/
2019_08_22__09_22_08h__channel00.tif	bf2983	SPOT10	61	d83/
2019_08_23__09_07_04h__channel00.tif	bf2983	SPOT10	62	d84/
2019_08_24__09_26_17h__channel00.tif	bf2983	SPOT10	63	d85/
2019_08_25__09_36_13h__channel00.tif	bf2983	SPOT10	64	d86/
2019_08_26__08_35_54h__channel00.tif	bf2983	SPOT10	65	d87/
2019_08_27__08_20_58h__channel00.tif	bf2983	SPOT10	66	d88/
2019_08_28__09_23_29h__channel00.tif	bf2983	SPOT10	67	d89/
2019_08_29__08_39_18h__channel00.tif	bf2983	SPOT10	68	d90/
2019_08_30__09_53_36h__channel00.tif	bf2983	SPOT10	69	d91/
2019_08_31__10_52_18h__channel00.tif	bf2983	SPOT10	70	d92/
2019_09_01__10_29_59h__channel00.tif	bf2983	SPOT10	71	d93/
2019_09_02__10_11_22h__channel00.tif	bf2983	SPOT10	72	d94/
2019_09_03__09_57_38h__channel00.tif	bf2983	SPOT10	73	d95/
2019_09_04__09_14_47h__channel00.tif	bf2983	SPOT10	74	d96/
2019_09_05__09_10_31h__channel00.tif	bf2983	SPOT10	75	d97/
2019_09_06__10_04_03h__channel00.tif	bf2983	SPOT10	76	d98/
2019_09_07__12_34_20h__channel00.tif	bf2983	SPOT10	77	d99/
2019_09_08__11_00_49h__channel00.tif	bf2983	SPOT10	78	d100/
2019_09_09__10_08_31h__channel00.tif	bf2983	SPOT10	79	d101/
2019_09_10__10_14_03h__channel00.tif	bf2983	SPOT10	80	d102/
2019_09_11__10_19_34h__channel00.tif	bf2983	SPOT10	81	d103/
2019_09_12__10_32_19h__channel00.tif	bf2983	SPOT10	82	d104/
2019_09_13__12_55_02h__channel00.tif	bf2983	SPOT10	83	d105/
2019_09_14__12_02_37h__channel00.tif	bf2983	SPOT10	84	d106/
2019_09_15__11_11_26h__channel00.tif	bf2983	SPOT10	85	d107/
2019_09_16__10_03_16h__channel00.tif	bf2983	SPOT10	86	d108/
2019_09_17__10_27_29h__channel00.tif	bf2983	SPOT10	87	d109/
2019_09_18__10_30_51h__channel00.tif	bf2983	SPOT10	88	d110/
2019_09_19__10_41_19h__channel00.tif	bf2983	SPOT10	89	d111/
2019_09_20__11_28_13h__channel00.tif	bf2983	SPOT10	90	d112/
2019_09_21__12_38_16h__channel00.tif	bf2983	SPOT10	91	d113/
2019_09_22__12_47_17h__channel00.tif	bf2983	SPOT10	92	d114/
2019_09_23__10_49_41h__channel00.tif	bf2983	SPOT10	93	d115/
2019_08_30__09_25_31h__channel00.tif	bf2983	SPOT11	1	d91/
2019_08_31__10_19_21h__channel00.tif	bf2983	SPOT11	2	d92/
2019_09_01__10_06_43h__channel00.tif	bf2983	SPOT11	3	d93/
2019_09_02__09_49_01h__channel00.tif	bf2983	SPOT11	4	d94/
2019_09_03__09_25_14h__channel00.tif	bf2983	SPOT11	5	d95/
2019_09_04__08_52_10h__channel00.tif	bf2983	SPOT11	6	d96/
2019_09_05__08_47_23h__channel00.tif	bf2983	SPOT11	7	d97/
2019_09_06__09_42_16h__channel00.tif	bf2983	SPOT11	8	d98/
2019_09_07__12_12_39h__channel00.tif	bf2983	SPOT11	9	d99/
2019_09_08__10_38_08h__channel00.tif	bf2983	SPOT11	10	d100/
2019_09_09__09_50_06h__channel00.tif	bf2983	SPOT11	11	d101/
2019_09_10__09_51_44h__channel00.tif	bf2983	SPOT11	12	d102/
2019_09_11__09_59_36h__channel00.tif	bf2983	SPOT11	13	d103/
2019_09_12__10_04_06h__channel00.tif	bf2983	SPOT11	14	d104/
2019_09_13__12_35_25h__channel00.tif	bf2983	SPOT11	15	d105/
2019_09_14__11_43_19h__channel00.tif	bf2983	SPOT11	16	d106/
2019_09_15__10_43_51h__channel00.tif	bf2983	SPOT11	17	d107/
2019_09_16__09_39_52h__channel00.tif	bf2983	SPOT11	18	d108/
2019_09_17__10_03_29h__channel00.tif	bf2983	SPOT11	19	d109/
2019_09_18__10_07_42h__channel00.tif	bf2983	SPOT11	20	d110/
2019_09_19__10_17_52h__channel00.tif	bf2983	SPOT11	21	d111/
2019_09_20__11_09_51h__channel00.tif	bf2983	SPOT11	22	d112/
2019_09_21__12_08_18h__channel00.tif	bf2983	SPOT11	23	d113/
2019_09_22__12_18_45h__channel00.tif	bf2983	SPOT11	24	d114/
2019_09_23__10_14_16h__channel00.tif	bf2983	SPOT11	25	d115/
2019_09_24__10_28_20h__channel00.tif	bf2983	SPOT11	26	d116/
2019_06_06__16_07_45h__channel00.tif	bf2983	SPOT2	1	d6/
2019_06_07__13_58_48h__channel00.tif	bf2983	SPOT2	2	d7/
2019_06_08__15_48_22h__channel00.tif	bf2983	SPOT2	3	d8/
2019_06_09__14_38_55h__channel00.tif	bf2983	SPOT2	4	d9/
2019_06_10__16_17_55h__channel00.tif	bf2983	SPOT2	5	d10/
2019_06_11__14_22_08h__channel00.tif	bf2983	SPOT2	6	d11/
2019_06_12__13_19_33h__channel00.tif	bf2983	SPOT2	7	d12/
2019_06_13__17_09_06h__channel00.tif	bf2983	SPOT2	8	d13/
2019_06_14__17_47_10h__channel00.tif	bf2983	SPOT2	9	d14/
2019_06_15__16_44_54h__channel00.tif	bf2983	SPOT2	10	d15/
2019_06_16__15_11_57h__channel00.tif	bf2983	SPOT2	11	d16/
2019_06_17__16_31_24h__channel00.tif	bf2983	SPOT2	12	d17/
2019_06_18__16_40_14h__channel00.tif	bf2983	SPOT2	13	d18/
2019_06_19__16_35_37h__channel00.tif	bf2983	SPOT2	14	d19/
2019_06_20__19_14_21h__channel00.tif	bf2983	SPOT2	15	d20/
2019_06_21__15_15_38h__channel00.tif	bf2983	SPOT2	16	d21/
2019_06_22__14_42_24h__channel00.tif	bf2983	SPOT2	17	d22/
2019_06_23__13_26_45h__channel00.tif	bf2983	SPOT2	18	d23/
2019_06_24__21_03_52h__channel00.tif	bf2983	SPOT2	19	d24/
2019_06_25__19_41_51h__channel00.tif	bf2983	SPOT2	20	d25/
2019_06_26__20_30_26h__channel00.tif	bf2983	SPOT2	21	d26/
2019_06_27__15_43_24h__channel00.tif	bf2983	SPOT2	22	d27/
2019_06_28__17_19_43h__channel00.tif	bf2983	SPOT2	23	d28/
2019_06_29__15_56_39h__channel00.tif	bf2983	SPOT2	24	d29/
2019_06_30__15_53_16h__channel00.tif	bf2983	SPOT2	25	d30/
2019_07_01__15_12_14h__channel00.tif	bf2983	SPOT2	26	d31/
2019_07_02__16_19_25h__channel00.tif	bf2983	SPOT2	27	d32/
2019_07_03__14_29_08h__channel00.tif	bf2983	SPOT2	28	d33/
2019_07_04__16_06_53h__channel00.tif	bf2983	SPOT2	29	d34/
2019_07_05__14_32_27h__channel00.tif	bf2983	SPOT2	30	d35/
2019_07_06__16_21_57h__channel00.tif	bf2983	SPOT2	31	d36/
2019_07_07__14_27_02h__channel00.tif	bf2983	SPOT2	32	d37/
2019_07_08__16_46_47h__channel00.tif	bf2983	SPOT2	33	d38/
2019_07_09__12_33_10h__channel00.tif	bf2983	SPOT2	34	d39/
2019_07_10__07_33_28h__channel00.tif	bf2983	SPOT2	35	d40/
2019_07_11__15_39_00h__channel00.tif	bf2983	SPOT2	36	d41/
2019_07_12__11_15_07h__channel00.tif	bf2983	SPOT2	37	d42/
2019_07_13__23_58_06h__channel00.tif	bf2983	SPOT2	38	d43/
2019_07_15__22_35_34h__channel00.tif	bf2983	SPOT2	39	d45/
2019_07_16__16_24_18h__channel00.tif	bf2983	SPOT2	40	d46/
2019_07_17__13_20_43h__channel00.tif	bf2983	SPOT2	41	d47/
2019_07_18__13_12_00h__channel00.tif	bf2983	SPOT2	42	d48/
2019_07_19__19_24_47h__channel00.tif	bf2983	SPOT2	43	d49/
2019_07_20__15_10_31h__channel00.tif	bf2983	SPOT2	44	d50/
2019_07_21__13_54_00h__channel00.tif	bf2983	SPOT2	45	d51/
2019_07_22__11_32_42h__channel00.tif	bf2983	SPOT2	46	d52/
2019_07_23__11_28_42h__channel00.tif	bf2983	SPOT2	47	d53/
2019_07_24__14_54_31h__channel00.tif	bf2983	SPOT2	48	d54/
2019_07_26__14_44_01h__channel00.tif	bf2983	SPOT2	49	d56/
2019_07_27__15_10_09h__channel00.tif	bf2983	SPOT2	50	d57/
2019_07_28__14_13_51h__channel00.tif	bf2983	SPOT2	51	d58/
2019_07_29__19_41_52h__channel00.tif	bf2983	SPOT2	52	d59/
2019_07_30__13_33_08h__channel00.tif	bf2983	SPOT2	53	d60/
2019_07_31__12_43_39h__channel00.tif	bf2983	SPOT2	54	d61/
2019_08_01__14_16_05h__channel00.tif	bf2983	SPOT2	55	d62/
2019_08_02__17_51_54h__channel00.tif	bf2983	SPOT2	56	d63/
2019_08_03__13_56_32h__channel00.tif	bf2983	SPOT2	57	d64/
2019_08_04__13_57_27h__channel00.tif	bf2983	SPOT2	58	d65/
2019_08_05__12_44_16h__channel00.tif	bf2983	SPOT2	59	d66/
2019_08_09__07_30_46h__channel00.tif	bf2983	SPOT2	60	d70/
2019_08_10__07_11_51h__channel00.tif	bf2983	SPOT2	61	d71/
2019_08_12__13_01_41h__channel00.tif	bf2983	SPOT2	62	d73/
2019_08_16__13_47_44h__channel00.tif	bf2983	SPOT2	63	d77/
2019_08_20__23_07_38h__channel00.tif	bf2983	SPOT2	64	d81/
2019_08_22__09_03_05h__channel00.tif	bf2983	SPOT2	65	d83/
2019_08_23__08_49_35h__channel00.tif	bf2983	SPOT2	66	d84/
2019_08_24__09_08_13h__channel00.tif	bf2983	SPOT2	67	d85/
2019_08_25__09_18_07h__channel00.tif	bf2983	SPOT2	68	d86/
2019_08_26__08_17_38h__channel00.tif	bf2983	SPOT2	69	d87/
2019_08_27__08_03_46h__channel00.tif	bf2983	SPOT2	70	d88/
2019_08_28__09_05_13h__channel00.tif	bf2983	SPOT2	71	d89/
2019_08_29__08_16_55h__channel00.tif	bf2983	SPOT2	72	d90/
2019_08_30__09_29_39h__channel00.tif	bf2983	SPOT2	73	d91/
2019_08_31__10_31_44h__channel00.tif	bf2983	SPOT2	74	d92/
2019_09_01__10_10_52h__channel00.tif	bf2983	SPOT2	75	d93/
2019_09_02__09_52_54h__channel00.tif	bf2983	SPOT2	76	d94/
2019_09_03__09_33_56h__channel00.tif	bf2983	SPOT2	77	d95/
2019_09_04__08_56_28h__channel00.tif	bf2983	SPOT2	78	d96/
2019_09_05__08_51_50h__channel00.tif	bf2983	SPOT2	79	d97/
2019_09_06__09_46_00h__channel00.tif	bf2983	SPOT2	80	d98/
2019_09_07__12_16_36h__channel00.tif	bf2983	SPOT2	81	d99/
2019_09_08__10_42_26h__channel00.tif	bf2983	SPOT2	82	d100/
2019_09_10__09_55_53h__channel00.tif	bf2983	SPOT2	83	d102/
2019_09_12__10_08_36h__channel00.tif	bf2983	SPOT2	84	d104/
2019_09_17__10_07_22h__channel00.tif	bf2983	SPOT2	85	d109/
2019_09_19__10_22_31h__channel00.tif	bf2983	SPOT2	86	d111/
2019_09_22__12_23_05h__channel00.tif	bf2983	SPOT2	87	d114/
2019_06_06__16_12_31h__channel00.tif	bf2983	SPOT3	1	d6/
2019_06_07__14_04_05h__channel00.tif	bf2983	SPOT3	2	d7/
2019_06_08__16_03_54h__channel00.tif	bf2983	SPOT3	3	d8/
2019_06_09__14_26_34h__channel00.tif	bf2983	SPOT3	4	d9/
2019_06_10__16_00_20h__channel00.tif	bf2983	SPOT3	5	d10/
2019_06_11__14_10_32h__channel00.tif	bf2983	SPOT3	6	d11/
2019_06_12__13_08_22h__channel00.tif	bf2983	SPOT3	7	d12/
2019_06_13__16_58_45h__channel00.tif	bf2983	SPOT3	8	d13/
2019_06_14__17_34_16h__channel00.tif	bf2983	SPOT3	9	d14/
2019_06_15__16_33_16h__channel00.tif	bf2983	SPOT3	10	d15/
2019_06_16__15_01_06h__channel00.tif	bf2983	SPOT3	11	d16/
2019_06_17__16_21_30h__channel00.tif	bf2983	SPOT3	12	d17/
2019_06_18__16_30_43h__channel00.tif	bf2983	SPOT3	13	d18/
2019_06_19__16_26_10h__channel00.tif	bf2983	SPOT3	14	d19/
2019_06_20__19_05_53h__channel00.tif	bf2983	SPOT3	15	d20/
2019_06_21__15_07_12h__channel00.tif	bf2983	SPOT3	16	d21/
2019_06_22__14_33_47h__channel00.tif	bf2983	SPOT3	17	d22/
2019_06_23__13_18_40h__channel00.tif	bf2983	SPOT3	18	d23/
2019_06_24__20_56_06h__channel00.tif	bf2983	SPOT3	19	d24/
2019_06_25__19_34_14h__channel00.tif	bf2983	SPOT3	20	d25/
2019_06_26__20_22_11h__channel00.tif	bf2983	SPOT3	21	d26/
2019_06_27__15_35_23h__channel00.tif	bf2983	SPOT3	22	d27/
2019_06_28__17_10_08h__channel00.tif	bf2983	SPOT3	23	d28/
2019_06_29__15_48_53h__channel00.tif	bf2983	SPOT3	24	d29/
2019_06_30__15_44_41h__channel00.tif	bf2983	SPOT3	25	d30/
2019_07_01__14_40_52h__channel00.tif	bf2983	SPOT3	26	d31/
2019_07_02__16_07_06h__channel00.tif	bf2983	SPOT3	27	d32/
2019_07_03__14_21_18h__channel00.tif	bf2983	SPOT3	28	d33/
2019_07_04__15_58_25h__channel00.tif	bf2983	SPOT3	29	d34/
2019_07_05__14_24_15h__channel00.tif	bf2983	SPOT3	30	d35/
2019_07_06__16_14_42h__channel00.tif	bf2983	SPOT3	31	d36/
2019_07_07__14_19_15h__channel00.tif	bf2983	SPOT3	32	d37/
2019_07_08__16_38_48h__channel00.tif	bf2983	SPOT3	33	d38/
2019_07_09__12_25_20h__channel00.tif	bf2983	SPOT3	34	d39/
2019_07_10__07_26_29h__channel00.tif	bf2983	SPOT3	35	d40/
2019_07_11__15_30_31h__channel00.tif	bf2983	SPOT3	36	d41/
2019_07_12__11_04_55h__channel00.tif	bf2983	SPOT3	37	d42/
2019_07_13__23_48_55h__channel00.tif	bf2983	SPOT3	38	d43/
2019_07_15__22_26_14h__channel00.tif	bf2983	SPOT3	39	d45/
2019_07_16__16_15_34h__channel00.tif	bf2983	SPOT3	40	d46/
2019_07_17__13_03_53h__channel00.tif	bf2983	SPOT3	41	d47/
2019_07_18__13_04_16h__channel00.tif	bf2983	SPOT3	42	d48/
2019_07_19__19_16_04h__channel00.tif	bf2983	SPOT3	43	d49/
2019_07_20__15_01_04h__channel00.tif	bf2983	SPOT3	44	d50/
2019_07_21__13_46_03h__channel00.tif	bf2983	SPOT3	45	d51/
2019_07_22__11_23_12h__channel00.tif	bf2983	SPOT3	46	d52/
2019_07_23__11_19_55h__channel00.tif	bf2983	SPOT3	47	d53/
2019_07_24__14_46_15h__channel00.tif	bf2983	SPOT3	48	d54/
2019_07_26__14_34_49h__channel00.tif	bf2983	SPOT3	49	d56/
2019_07_27__15_02_08h__channel00.tif	bf2983	SPOT3	50	d57/
2019_07_28__14_05_34h__channel00.tif	bf2983	SPOT3	51	d58/
2019_07_29__19_34_28h__channel00.tif	bf2983	SPOT3	52	d59/
2019_07_30__13_55_24h__channel00.tif	bf2983	SPOT3	53	d60/
2019_07_31__12_34_01h__channel00.tif	bf2983	SPOT3	54	d61/
2019_08_01__14_07_58h__channel00.tif	bf2983	SPOT3	55	d62/
2019_08_02__17_43_40h__channel00.tif	bf2983	SPOT3	56	d63/
2019_08_03__13_52_05h__channel00.tif	bf2983	SPOT3	57	d64/
2019_08_04__13_48_35h__channel00.tif	bf2983	SPOT3	58	d65/
2019_08_05__12_35_41h__channel00.tif	bf2983	SPOT3	59	d66/
