 	Label	X	Y	Slice	Frame
1	Image5D_bf4845_SPOT4.tif:1-1_1_0_NA_0_1_NA_1:13	52.000	169.333	13	1
2	Image5D_bf4845_SPOT4.tif:2-1_1_1_1-1_1_0-5_2-2_0-5:13	100.000	169.333	13	1
3	Image5D_bf4845_SPOT4.tif:2-2_2_1_1-1_1_0-5_2-1_0-5:13	82.667	167.333	13	1
4	Image5D_bf4845_SPOT4.tif:2-1_1_2_1-1_1_0-5_2-2_0-5:40	101.333	176.667	15	2
5	Image5D_bf4845_SPOT4.tif:2-2_2_2_1-1_1_0-5_2-1_0-5:40	81.333	169.333	15	2
6	Image5D_bf4845_SPOT4.tif:2-1_1_3_1-1_1_0-5_2-2_0-5:67	86.667	162.667	17	3
7	Image5D_bf4845_SPOT4.tif:3-1_2_3_2-2_1_0-5_3-2_0-5:67	72.000	152.000	17	3
8	Image5D_bf4845_SPOT4.tif:3-2_2_3_2-2_1_0-5_3-1_0-5:67	58.667	157.333	17	3
9	Image5D_bf4845_SPOT4.tif:3-3_2_3_2-2_1_0-5_3-4_0-5:67	64.667	170.667	17	3
10	Image5D_bf4845_SPOT4.tif:3-4_3_3_2-2_1_0-5_3-3_0-5:67	22.000	198.000	17	3
11	Image5D_bf4845_SPOT4.tif:2-1_1_4_1-1_1_0-5_2-2_0-5:91	80.000	165.333	16	4
12	Image5D_bf4845_SPOT4.tif:3-2_2_4_2-2_1_0-5_3-1_0-5:91	20.000	147.333	16	4
13	Image5D_bf4845_SPOT4.tif:3-4_3_4_2-2_1_0-5_3-3_0-5:91	6.667	217.333	16	4
14	Image5D_bf4845_SPOT4.tif:4-1_2_4_3-1_1_0-5_4-2_0-5:91	62.000	141.333	16	4
15	Image5D_bf4845_SPOT4.tif:4-2_2_4_3-1_1_0-5_4-1_0-5:91	67.333	153.333	16	4
16	Image5D_bf4845_SPOT4.tif:4-3_2_4_3-3_1_0-5_4-4_0-5:91	32.000	180.000	16	4
17	Image5D_bf4845_SPOT4.tif:4-4_3_4_3-3_1_0-5_4-3_0-5:91	62.667	206.667	16	4
18	Image5D_bf4845_SPOT4.tif:4-5_2_4_3-3_1_0-5_4-3_0-5:91	60.000	176.000	16	4
19	Image5D_bf4845_SPOT4.tif:2-1_1_5_1-1_1_0-5_2-2_0-5:117	89.333	160.667	17	5
20	Image5D_bf4845_SPOT4.tif:3-2_2_5_2-2_1_0-5_3-1_0-5:117	27.333	140.667	17	5
21	Image5D_bf4845_SPOT4.tif:3-4_3_5_2-2_1_0-5_3-3_0-5:117	8.667	213.333	17	5
22	Image5D_bf4845_SPOT4.tif:4-1_2_5_3-1_1_0-5_4-2_0-5:117	66.667	134.000	17	5
23	Image5D_bf4845_SPOT4.tif:4-2_2_5_3-1_1_0-5_4-1_0-5:117	82.000	149.333	17	5
24	Image5D_bf4845_SPOT4.tif:4-3_2_5_3-3_1_0-5_4-4_0-5:117	48.667	170.667	17	5
25	Image5D_bf4845_SPOT4.tif:4-4_3_5_3-3_1_0-5_4-3_0-5:117	70.667	206.000	17	5
26	Image5D_bf4845_SPOT4.tif:5-1_3_5_4-5_1_1_5-2_1:117	70.000	171.333	17	5
27	Image5D_bf4845_SPOT4.tif:5-2_3_5_4-5_1_1_5-1_1:117	72.667	188.667	17	5
28	Image5D_bf4845_SPOT4.tif:2-1_1_6_1-1_1_0-5_2-2_0-5:139	306.000	179.333	14	6
29	Image5D_bf4845_SPOT4.tif:3-2_2_6_2-2_1_0-5_3-1_0-5:139	204.667	144.000	14	6
30	Image5D_bf4845_SPOT4.tif:3-4_3_6_2-2_1_0-5_3-3_0-5:139	213.333	243.333	14	6
31	Image5D_bf4845_SPOT4.tif:4-1_2_6_3-1_1_0-5_4-2_0-5:139	264.000	133.333	14	6
32	Image5D_bf4845_SPOT4.tif:4-2_2_6_3-1_1_0-5_4-1_0-5:139	292.667	170.000	14	6
33	Image5D_bf4845_SPOT4.tif:4-4_3_6_3-3_1_0-5_4-3_0-5:139	293.333	225.333	14	6
34	Image5D_bf4845_SPOT4.tif:5-1_3_6_4-5_1_1_5-2_1:139	256.000	238.000	14	6
35	Image5D_bf4845_SPOT4.tif:5-2_3_6_4-5_1_1_5-1_1:139	338.667	213.333	14	6
36	Image5D_bf4845_SPOT4.tif:5-3_3_6_4-3_1_1_5-4_1:139	244.667	191.333	14	6
37	Image5D_bf4845_SPOT4.tif:5-4_3_6_4-3_1_1_5-3_1:139	287.333	191.333	14	6
38	Image5D_bf4845_SPOT4.tif:2-1_1_7_1-1_1_0-5_2-2_0-5:164	311.333	192.667	14	7
39	Image5D_bf4845_SPOT4.tif:3-4_3_7_2-2_1_0-5_3-3_0-5:164	197.333	291.333	14	7
40	Image5D_bf4845_SPOT4.tif:4-1_2_7_3-1_1_0-5_4-2_0-5:164	271.333	143.333	14	7
41	Image5D_bf4845_SPOT4.tif:4-2_2_7_3-1_1_0-5_4-1_0-5:164	299.333	182.667	14	7
42	Image5D_bf4845_SPOT4.tif:4-4_3_7_3-3_1_0-5_4-3_0-5_0:164	292.667	228.000	14	7
43	Image5D_bf4845_SPOT4.tif:4-6_3_7_3-2_1_1_4-7_1:164	205.333	158.667	14	7
44	Image5D_bf4845_SPOT4.tif:4-7_3_7_3-2_1_1_4-6_1:164	183.333	126.667	14	7
