 	Label	X	Y	Slice	Frame
1	Image5D_bf2983_SPOT7.tif:1-1_1_1_NA_1_1_NA_1:16	21.333	391.333	16	1
2	Image5D_bf2983_SPOT7.tif:1-1_1_2_NA_1_1_NA_1:39	27.333	388.000	16	2
3	Image5D_bf2983_SPOT7.tif:1-1_1_3_NA_1_1_NA_1:62	33.333	386.667	16	3
4	Image5D_bf2983_SPOT7.tif:1-1_1_4_NA_1_1_NA_1:88	34.667	400.000	19	4
5	Image5D_bf2983_SPOT7.tif:1-1_1_5_NA_1_1_NA_1:111	33.333	396.000	19	5
6	Image5D_bf2983_SPOT7.tif:1-1_1_6_NA_1_1_NA_1:134	42.000	395.333	19	6
7	Image5D_bf2983_SPOT7.tif:1-1_1_7_NA_1_1_NA_1:157	44.667	400.667	19	7
8	Image5D_bf2983_SPOT7.tif:1-1_1_8_NA_1_1_NA_1:181	51.333	406.667	20	8
9	Image5D_bf2983_SPOT7.tif:1-1_1_9_NA_1_1_NA_1:204	56.667	401.333	20	9
10	Image5D_bf2983_SPOT7.tif:1-1_1_10_NA_1_1_NA_1:224	46.667	396.667	17	10
11	Image5D_bf2983_SPOT7.tif:1-1_1_11_NA_1_1_NA_1:247	56.000	402.000	17	11
12	Image5D_bf2983_SPOT7.tif:1-1_1_12_NA_1_1_NA_1:270	50.000	396.000	17	12
13	Image5D_bf2983_SPOT7.tif:1-1_1_13_NA_1_1_NA_1:293	60.667	402.667	17	13
14	Image5D_bf2983_SPOT7.tif:1-1_1_14_NA_1_1_NA_1:316	55.333	394.000	17	14
15	Image5D_bf2983_SPOT7.tif:2-1_1_15_1-1_1_1_2-2_1:339	54.667	376.000	17	15
16	Image5D_bf2983_SPOT7.tif:2-2_2_15_1-1_1_1_2-1_1:339	54.667	399.333	17	15
17	Image5D_bf2983_SPOT7.tif:2-1_1_16_1-1_1_1_2-2_1:360	51.333	384.667	15	16
18	Image5D_bf2983_SPOT7.tif:2-2_2_16_1-1_1_1_2-1_1:360	52.667	406.000	15	16
19	Image5D_bf2983_SPOT7.tif:2-1_1_17_1-1_1_1_2-2_1:385	53.333	381.333	17	17
20	Image5D_bf2983_SPOT7.tif:3-1_2_17_2-2_1_1_3-2_1:385	56.000	404.667	17	17
21	Image5D_bf2983_SPOT7.tif:3-2_3_17_2-2_1_1_3-1_1:385	36.000	430.000	17	17
22	Image5D_bf2983_SPOT7.tif:3-2_3_18_2-2_1_1_3-1_1:407	40.667	428.000	16	18
23	Image5D_bf2983_SPOT7.tif:3-3_1_18_2-1_1_1_3-4_1:407	47.333	381.333	16	18
24	Image5D_bf2983_SPOT7.tif:3-4_3_18_2-1_1_1_3-3_1:407	48.667	363.333	16	18
25	Image5D_bf2983_SPOT7.tif:4-1_3_18_3-1_1_0-5_4-2_0-5:407	27.333	426.667	16	18
26	Image5D_bf2983_SPOT7.tif:4-2_3_18_3-1_1_0-5_4-1_0-5:407	48.667	404.000	16	18
