 	Label	X	Y	Slice	Frame
1	Image5D_bf2981_SPOT6.tif:1-1_1_1_NA_1_1_NA_1:14	14.667	258.667	14	1
2	Image5D_bf2981_SPOT6.tif:1-1_1_2_NA_1_1_NA_1:38	18.000	240.000	14	2
3	Image5D_bf2981_SPOT6.tif:1-1_1_3_NA_1_1_NA_1:62	26.667	213.333	14	3
4	Image5D_bf2981_SPOT6.tif:1-1_1_4_NA_1_1_NA_1:90	14.667	221.333	18	4
5	Image5D_bf2981_SPOT6.tif:1-1_1_5_NA_1_1_NA_1:114	16.000	218.667	18	5
6	Image5D_bf2981_SPOT6.tif:1-1_1_6_NA_1_1_NA_1:136	27.333	225.333	16	6
7	Image5D_bf2981_SPOT6.tif:1-1_1_7_NA_1_1_NA_1:161	10.667	233.333	17	7
8	Image5D_bf2981_SPOT6.tif:1-1_1_8_NA_1_1_NA_1:184	10.667	254.667	16	8
9	Image5D_bf2981_SPOT6.tif:1-1_1_9_NA_1_1_NA_1:208	5.333	252.000	16	9
10	Image5D_bf2981_SPOT6.tif:1-1_1_10_NA_1_1_NA_1:232	16.000	260.000	16	10
11	Image5D_bf2981_SPOT6.tif:1-1_1_11_NA_1_1_NA_1:255	12.667	256.667	15	11
12	Image5D_bf2981_SPOT6.tif:1-1_1_12_NA_1_1_NA_1:279	22.667	248.000	15	12
13	Image5D_bf2981_SPOT6.tif:1-1_1_13_NA_1_1_NA_1:304	34.000	246.000	16	13
14	Image5D_bf2981_SPOT6.tif:1-1_1_14_NA_1_1_NA_1:328	36.667	187.333	16	14
15	Image5D_bf2981_SPOT6.tif:1-1_1_15_NA_1_1_NA_1:350	48.667	189.333	14	15
16	Image5D_bf2981_SPOT6.tif:1-1_1_16_NA_1_1_NA_1:374	52.667	189.333	14	16
17	Image5D_bf2981_SPOT6.tif:1-1_1_17_NA_1_1_NA_1:396	36.667	181.333	12	17
18	Image5D_bf2981_SPOT6.tif:1-1_1_18_NA_1_1_NA_1:422	48.667	169.333	14	18
19	Image5D_bf2981_SPOT6.tif:1-1_1_19_NA_1_1_NA_1:445	50.000	168.000	13	19
20	Image5D_bf2981_SPOT6.tif:1-1_1_20_NA_1_1_NA_1:469	45.333	169.333	13	20
21	Image5D_bf2981_SPOT6.tif:1-1_1_21_NA_1_1_NA_1:493	53.333	169.333	13	21
22	Image5D_bf2981_SPOT6.tif:1-1_1_22_NA_1_1_NA_1:519	54.667	164.667	15	22
23	Image5D_bf2981_SPOT6.tif:1-1_1_23_NA_1_1_NA_1:541	63.333	169.333	13	23
24	Image5D_bf2981_SPOT6.tif:1-1_1_24_NA_1_1_NA_1:565	88.000	157.333	13	24
25	Image5D_bf2981_SPOT6.tif:1-1_1_25_NA_1_1_NA_1:589	75.333	164.667	13	25
26	Image5D_bf2981_SPOT6.tif:1-1_1_26_NA_1_1_NA_1:615	73.333	166.000	15	26
27	Image5D_bf2981_SPOT6.tif:1-1_1_27_NA_1_1_NA_1:637	74.667	162.000	13	27
28	Image5D_bf2981_SPOT6.tif:1-1_1_28_NA_1_1_NA_1:661	74.000	171.333	13	28
29	Image5D_bf2981_SPOT6.tif:1-1_1_29_NA_1_1_NA_1:686	79.333	176.000	14	29
30	Image5D_bf2981_SPOT6.tif:1-1_1_30_NA_1_1_NA_1:710	84.000	176.667	14	30
31	Image5D_bf2981_SPOT6.tif:1-1_1_31_NA_1_1_NA_1:734	92.000	174.000	14	31
32	Image5D_bf2981_SPOT6.tif:1-1_1_32_NA_1_1_NA_1:758	94.000	164.000	14	32
33	Image5D_bf2981_SPOT6.tif:1-1_1_33_NA_1_1_NA_1:782	80.000	156.667	14	33
34	Image5D_bf2981_SPOT6.tif:1-1_1_34_NA_1_1_NA_1:804	79.333	154.667	12	34
35	Image5D_bf2981_SPOT6.tif:1-1_1_35_NA_1_1_NA_1:832	92.000	150.667	16	35
36	Image5D_bf2981_SPOT6.tif:1-1_1_36_NA_1_1_NA_1:854	98.000	147.333	14	36
37	Image5D_bf2981_SPOT6.tif:1-1_1_37_NA_1_1_NA_1:875	92.667	170.667	11	37
38	Image5D_bf2981_SPOT6.tif:1-1_1_38_NA_1_1_NA_1:901	89.333	170.000	13	38
39	Image5D_bf2981_SPOT6.tif:1-1_1_39_NA_1_1_NA_1:925	95.333	172.000	13	39
40	Image5D_bf2981_SPOT6.tif:1-1_1_40_NA_1_1_NA_1:949	83.333	165.333	13	40
41	Image5D_bf2981_SPOT6.tif:1-1_1_41_NA_1_1_NA_1:973	90.000	168.000	13	41
42	Image5D_bf2981_SPOT6.tif:1-1_1_42_NA_1_1_NA_1:997	86.000	168.667	13	42
43	Image5D_bf2981_SPOT6.tif:1-1_1_43_NA_1_1_NA_1:1021	94.667	162.667	13	43
44	Image5D_bf2981_SPOT6.tif:1-1_1_44_NA_1_1_NA_1:1045	87.333	172.000	13	44
45	Image5D_bf2981_SPOT6.tif:1-1_1_45_NA_1_1_NA_1:1069	98.667	154.000	13	45
