 	Label	X	Y	Slice	Frame
1	Image5D_bf2981_SPOT6.tif:1-1_1_1_NA_1_1_NA_1:17	242.000	469.333	17	1
2	Image5D_bf2981_SPOT6.tif:1-1_1_2_NA_1_1_NA_1:40	264.000	468.000	16	2
3	Image5D_bf2981_SPOT6.tif:1-1_1_3_NA_1_1_NA_1:64	291.333	460.667	16	3
4	Image5D_bf2981_SPOT6.tif:1-1_1_4_NA_1_1_NA_1:89	299.333	451.333	17	4
5	Image5D_bf2981_SPOT6.tif:1-1_1_5_NA_1_1_NA_1:114	312.667	449.333	18	5
6	Image5D_bf2981_SPOT6.tif:1-1_1_6_NA_1_1_NA_1:135	340.667	454.000	15	6
7	Image5D_bf2981_SPOT6.tif:1-1_1_7_NA_1_1_NA_1:160	320.667	452.667	16	7
8	Image5D_bf2981_SPOT6.tif:1-1_1_8_NA_1_1_NA_1:184	332.667	452.667	16	8
9	Image5D_bf2981_SPOT6.tif:1-1_1_9_NA_1_1_NA_1:208	333.333	452.667	16	9
10	Image5D_bf2981_SPOT6.tif:1-1_1_10_NA_1_1_NA_1:232	351.333	458.667	16	10
11	Image5D_bf2981_SPOT6.tif:1-1_1_11_NA_1_1_NA_1:254	335.333	455.333	14	11
12	Image5D_bf2981_SPOT6.tif:1-1_1_12_NA_1_1_NA_1:280	354.667	448.000	16	12
13	Image5D_bf2981_SPOT6.tif:1-1_1_13_NA_1_1_NA_1:302	355.333	446.000	14	13
14	Image5D_bf2981_SPOT6.tif:2-1_1_14_1-1_1_1_2-2_1:327	356.000	389.333	15	14
15	Image5D_bf2981_SPOT6.tif:2-2_2_14_1-1_0-5_1_2-1_1:327	368.000	382.000	15	14
16	Image5D_bf2981_SPOT6.tif:2-1_1_15_1-1_1_1_2-2_1:350	372.667	387.333	14	15
17	Image5D_bf2981_SPOT6.tif:2-2_2_15_1-1_0-5_1_2-1_1_0:350	383.333	378.667	14	15
18	Image5D_bf2981_SPOT6.tif:2-1_1_16_1-1_1_1_2-2_1:374	378.000	387.333	14	16
19	Image5D_bf2981_SPOT6.tif:2-1_1_17_1-1_1_1_2-2_1:398	387.333	359.333	14	17
20	Image5D_bf2981_SPOT6.tif:2-1_1_18_1-1_1_1_2-2_1:422	376.000	364.000	14	18
21	Image5D_bf2981_SPOT6.tif:2-1_1_19_1-1_1_1_2-2_1:444	375.333	366.667	12	19
22	Image5D_bf2981_SPOT6.tif:3-1_2_20_2-1_0-5_1_3-2_1:469	373.333	372.000	13	20
23	Image5D_bf2981_SPOT6.tif:3-2_2_20_2-1_0-5_1_3-2_1:469	349.333	363.333	13	20
24	Image5D_bf2981_SPOT6.tif:3-1_2_21_2-1_0-5_1_3-2_1:493	381.333	367.333	13	21
25	Image5D_bf2981_SPOT6.tif:3-2_2_21_2-1_0-5_1_3-2_1:493	364.667	362.667	13	21
26	Image5D_bf2981_SPOT6.tif:3-1_2_22_2-1_0-5_1_3-2_1_0:517	388.000	365.333	13	22
27	Image5D_bf2981_SPOT6.tif:3-2_2_22_2-1_0-5_1_3-2_1_0:517	367.333	356.000	13	22
