 	Label	X	Y	Slice	Frame
1	Image5D_bf4845_SPOT4.tif:1-1_1_0_NA_0_1_NA_1:13	205.333	114.000	13	1
2	Image5D_bf4845_SPOT4.tif:2-1_2_1_1-1_1_0-5_2-2_0-5:13	229.333	109.333	13	1
3	Image5D_bf4845_SPOT4.tif:2-2_2_1_1-1_1_0-5_2-1_0-5:13	241.333	103.333	13	1
4	Image5D_bf4845_SPOT4.tif:2-1_2_2_1-1_1_0-5_2-2_0-5:39	233.333	111.333	14	2
5	Image5D_bf4845_SPOT4.tif:2-2_2_2_1-1_1_0-5_2-1_0-5:39	248.000	108.000	14	2
6	Image5D_bf4845_SPOT4.tif:2-1_2_3_1-1_1_0-5_2-2_0-5:66	225.333	104.667	16	3
7	Image5D_bf4845_SPOT4.tif:3-1_3_3_2-2_1_0-5_3-2_0-5:66	208.667	101.333	16	3
8	Image5D_bf4845_SPOT4.tif:3-2_3_3_2-2_1_0-5_3-1_0-5:66	171.333	88.667	16	3
9	Image5D_bf4845_SPOT4.tif:3-3_3_3_2-2_1_0-5_3-4_0-5:66	223.333	75.333	16	3
10	Image5D_bf4845_SPOT4.tif:3-4_3_3_2-2_1_0-5_3-3_0-5:66	274.000	120.000	16	3
11	Image5D_bf4845_SPOT4.tif:3-5_2_3_2-2_1_0-5_3-3_0-5:66	233.333	128.667	16	3
12	Image5D_bf4845_SPOT4.tif:3-1_3_4_2-2_1_0-5_3-2_0-5:91	199.333	103.333	16	4
13	Image5D_bf4845_SPOT4.tif:3-2_3_4_2-2_1_0-5_3-1_0-5:91	166.000	92.667	16	4
14	Image5D_bf4845_SPOT4.tif:3-3_3_4_2-2_1_0-5_3-4_0-5:91	139.333	31.333	16	4
15	Image5D_bf4845_SPOT4.tif:3-4_3_4_2-2_1_0-5_3-3_0-5:91	270.667	128.667	16	4
16	Image5D_bf4845_SPOT4.tif:3-5_2_4_2-2_1_0-5_3-3_0-5:91	232.000	132.667	16	4
17	Image5D_bf4845_SPOT4.tif:3-6_3_4_2-1_1_1_3-7_1:91	212.000	102.667	16	4
18	Image5D_bf4845_SPOT4.tif:3-7_2_4_2-1_1_1_3-6_1:91	218.667	110.667	16	4
19	Image5D_bf4845_SPOT4.tif:3-1_3_5_2-2_1_0-5_3-2_0-5:116	211.333	96.667	16	5
20	Image5D_bf4845_SPOT4.tif:3-2_3_5_2-2_1_0-5_3-1_0-5:116	184.667	90.000	16	5
21	Image5D_bf4845_SPOT4.tif:3-3_3_5_2-2_1_0-5_3-4_0-5_0:116	172.667	30.000	16	5
22	Image5D_bf4845_SPOT4.tif:3-4_3_5_2-2_1_0-5_3-3_0-5_0:116	268.000	165.333	16	5
23	Image5D_bf4845_SPOT4.tif:3-5_2_5_2-2_1_0-5_3-3_0-5:116	214.000	156.000	16	5
24	Image5D_bf4845_SPOT4.tif:3-6_3_5_2-1_1_1_3-7_1:116	246.667	132.667	16	5
25	Image5D_bf4845_SPOT4.tif:3-7_2_5_2-1_1_1_3-6_1:116	242.667	123.333	16	5
26	Image5D_bf4845_SPOT4.tif:3-1_3_6_2-2_1_0-5_3-2_0-5:138	425.333	119.333	13	6
27	Image5D_bf4845_SPOT4.tif:3-2_3_6_2-2_1_0-5_3-1_0-5:138	387.333	108.000	13	6
28	Image5D_bf4845_SPOT4.tif:3-6_3_6_2-1_1_1_3-7_1:138	456.000	153.333	13	6
29	Image5D_bf4845_SPOT4.tif:3-7_3_6_2-1_1_1_3-6_1:138	462.000	143.333	13	6
30	Image5D_bf4845_SPOT4.tif:4-1_3_6_3-5_1_1_4-2_1:138	453.333	158.667	13	6
