 	Label	X	Y	Slice	Frame
1	Image5D_bf2981_SPOT6.tif:1-1_1_1_NA_1_1_NA_1:17	180.000	506.000	17	1
2	Image5D_bf2981_SPOT6.tif:1-1_1_2_NA_1_1_NA_1:41	198.000	506.000	17	2
3	Image5D_bf2981_SPOT6.tif:1-1_1_3_NA_1_1_NA_1:65	221.333	501.333	17	3
4	Image5D_bf2981_SPOT6.tif:1-1_1_4_NA_1_1_NA_1:89	230.000	490.000	17	4
5	Image5D_bf2981_SPOT6.tif:2-1_1_5_1-1_1_1_2-2_1:115	238.000	495.333	19	5
6	Image5D_bf2981_SPOT6.tif:2-2_2_5_1-1_0-5_1_2-1_1:115	212.667	496.667	19	5
7	Image5D_bf2981_SPOT6.tif:2-1_1_6_1-1_1_1_2-2_1:136	256.667	493.333	16	6
8	Image5D_bf2981_SPOT6.tif:2-2_2_6_1-1_0-5_1_2-1_1_0:136	232.000	499.333	16	6
9	Image5D_bf2981_SPOT6.tif:2-1_1_7_1-1_1_1_2-2_1:162	238.667	497.333	18	7
10	Image5D_bf2981_SPOT6.tif:2-1_1_8_1-1_1_1_2-2_1:184	255.333	493.333	16	8
11	Image5D_bf2981_SPOT6.tif:2-1_1_9_1-1_1_1_2-2_1:208	253.333	492.000	16	9
12	Image5D_bf2981_SPOT6.tif:2-1_1_10_1-1_1_1_2-2_1:232	264.667	497.333	16	10
13	Image5D_bf2981_SPOT6.tif:2-1_1_11_1-1_1_1_2-2_1:255	252.667	494.667	15	11
14	Image5D_bf2981_SPOT6.tif:3-1_1_12_2-1_1_1_3-2_1:281	274.667	481.333	17	12
15	Image5D_bf2981_SPOT6.tif:3-2_2_12_2-1_1_1_3-1_1:281	250.667	484.667	17	12
16	Image5D_bf2981_SPOT6.tif:4-1_1_13_3-1_1_1_4-2_1:305	282.667	480.000	17	13
17	Image5D_bf2981_SPOT6.tif:4-2_3_13_3-1_1_1_4-1_1:305	295.333	498.000	17	13
18	Image5D_bf2981_SPOT6.tif:4-3_3_13_3-2_1_1_4-4_1:305	257.333	486.667	17	13
19	Image5D_bf2981_SPOT6.tif:4-4_2_13_3-2_1_1_4-3_1:305	256.667	472.667	17	13
20	Image5D_bf2981_SPOT6.tif:4-1_1_14_3-1_1_1_4-2_1:328	283.333	422.000	16	14
21	Image5D_bf2981_SPOT6.tif:4-2_3_14_3-1_1_1_4-1_1:328	295.333	441.333	16	14
22	Image5D_bf2981_SPOT6.tif:4-3_3_14_3-2_1_1_4-4_1:328	258.000	429.333	16	14
23	Image5D_bf2981_SPOT6.tif:4-4_2_14_3-2_1_1_4-3_1:328	256.000	414.667	16	14
24	Image5D_bf2981_SPOT6.tif:4-1_1_15_3-1_1_1_4-2_1:352	294.667	428.000	16	15
25	Image5D_bf2981_SPOT6.tif:4-2_3_15_3-1_1_1_4-1_1:352	307.333	450.000	16	15
26	Image5D_bf2981_SPOT6.tif:4-3_3_15_3-2_1_1_4-4_1:352	256.667	450.000	16	15
27	Image5D_bf2981_SPOT6.tif:5-1_3_15_4-4_1_1_5-2_1:352	267.333	422.667	16	15
28	Image5D_bf2981_SPOT6.tif:5-2_3_15_4-4_1_1_5-1_1:352	268.000	436.000	16	15
29	Image5D_bf2981_SPOT6.tif:4-1_1_16_3-1_1_1_4-2_1:375	298.000	422.667	15	16
30	Image5D_bf2981_SPOT6.tif:4-2_3_16_3-1_1_1_4-1_1:375	302.667	447.333	15	16
31	Image5D_bf2981_SPOT6.tif:4-3_3_16_3-2_1_1_4-4_1:375	224.667	444.667	15	16
32	Image5D_bf2981_SPOT6.tif:5-1_3_16_4-4_1_1_5-2_1_0:375	272.000	421.333	15	16
33	Image5D_bf2981_SPOT6.tif:5-2_3_16_4-4_1_1_5-1_1_0:375	271.333	404.667	15	16
34	Image5D_bf2981_SPOT6.tif:4-1_1_17_3-1_1_1_4-2_1:399	311.333	404.000	15	17
35	Image5D_bf2981_SPOT6.tif:4-2_3_17_3-1_1_1_4-1_1_0:399	310.000	422.000	15	17
36	Image5D_bf2981_SPOT6.tif:4-3_3_17_3-2_1_1_4-4_1_0:399	239.333	420.000	15	17
37	Image5D_bf2981_SPOT6.tif:4-1_1_18_3-1_1_1_4-2_1:422	293.333	402.000	14	18
38	Image5D_bf2981_SPOT6.tif:4-1_1_19_3-1_1_1_4-2_1:446	297.333	404.667	14	19
39	Image5D_bf2981_SPOT6.tif:4-1_1_20_3-1_1_1_4-2_1:470	290.000	412.000	14	20
40	Image5D_bf2981_SPOT6.tif:4-1_1_21_3-1_1_1_4-2_1:494	300.667	404.667	14	21
41	Image5D_bf2981_SPOT6.tif:4-1_1_22_3-1_1_1_4-2_1:518	299.333	399.333	14	22
42	Image5D_bf2981_SPOT6.tif:4-1_1_23_3-1_1_1_4-2_1:542	304.000	407.333	14	23
43	Image5D_bf2981_SPOT6.tif:4-1_1_24_3-1_1_1_4-2_1:566	332.000	395.333	14	24
44	Image5D_bf2981_SPOT6.tif:4-1_1_25_3-1_1_1_4-2_1:590	324.000	404.667	14	25
45	Image5D_bf2981_SPOT6.tif:4-1_1_26_3-1_1_1_4-2_1:614	316.667	405.333	14	26
46	Image5D_bf2981_SPOT6.tif:4-1_1_27_3-1_1_1_4-2_1:638	320.667	396.000	14	27
47	Image5D_bf2981_SPOT6.tif:4-1_1_28_3-1_1_1_4-2_1:662	316.667	402.667	14	28
48	Image5D_bf2981_SPOT6.tif:4-1_1_29_3-1_1_1_4-2_1:686	325.333	408.000	14	29
49	Image5D_bf2981_SPOT6.tif:4-1_1_30_3-1_1_1_4-2_1:710	330.667	410.000	14	30
50	Image5D_bf2981_SPOT6.tif:4-1_1_31_3-1_1_1_4-2_1:734	336.000	402.667	14	31
51	Image5D_bf2981_SPOT6.tif:4-1_1_32_3-1_1_1_4-2_1:758	338.667	400.667	14	32
52	Image5D_bf2981_SPOT6.tif:4-1_1_33_3-1_1_1_4-2_1:782	325.333	390.000	14	33
53	Image5D_bf2981_SPOT6.tif:4-1_1_34_3-1_1_1_4-2_1:803	333.333	385.333	11	34
54	Image5D_bf2981_SPOT6.tif:4-1_1_35_3-1_1_1_4-2_1:833	340.667	384.667	17	35
55	Image5D_bf2981_SPOT6.tif:4-1_1_36_3-1_1_1_4-2_1:854	348.000	380.667	14	36
56	Image5D_bf2981_SPOT6.tif:4-1_1_37_3-1_1_1_4-2_1:873	347.333	402.667	9	37
57	Image5D_bf2981_SPOT6.tif:4-1_1_38_3-1_1_1_4-2_1:901	334.667	401.333	13	38
58	Image5D_bf2981_SPOT6.tif:4-1_1_39_3-1_1_1_4-2_1:925	344.000	405.333	13	39
59	Image5D_bf2981_SPOT6.tif:4-1_1_40_3-1_1_1_4-2_1:949	326.667	401.333	13	40
60	Image5D_bf2981_SPOT6.tif:4-1_1_41_3-1_1_1_4-2_1:973	336.667	398.667	13	41
61	Image5D_bf2981_SPOT6.tif:4-1_1_42_3-1_1_1_4-2_1:997	332.000	400.667	13	42
62	Image5D_bf2981_SPOT6.tif:4-1_1_43_3-1_1_1_4-2_1:1021	338.667	393.333	13	43
63	Image5D_bf2981_SPOT6.tif:4-1_1_44_3-1_1_1_4-2_1:1045	335.333	402.000	13	44
64	Image5D_bf2981_SPOT6.tif:4-1_1_45_3-1_1_1_4-2_1:1069	344.667	382.667	13	45
65	Image5D_bf2981_SPOT6.tif:4-1_1_46_3-1_1_1_4-2_1:1093	332.667	394.667	13	46
66	Image5D_bf2981_SPOT6.tif:4-1_1_47_3-1_1_1_4-2_1:1119	333.333	392.000	15	47
67	Image5D_bf2981_SPOT6.tif:4-1_1_48_3-1_1_1_4-2_1:1143	330.667	399.333	15	48
68	Image5D_bf2981_SPOT6.tif:4-1_1_49_3-1_1_1_4-2_1:1164	332.000	389.333	12	49
69	Image5D_bf2981_SPOT6.tif:4-1_1_50_3-1_1_1_4-2_1:1188	334.667	396.667	12	50
70	Image5D_bf2981_SPOT6.tif:4-1_1_51_3-1_1_1_4-2_1:1212	336.000	393.333	12	51
71	Image5D_bf2981_SPOT6.tif:4-1_1_52_3-1_1_1_4-2_1:1238	327.333	398.000	14	52
72	Image5D_bf2981_SPOT6.tif:4-1_1_53_3-1_1_1_4-2_1:1262	328.667	393.333	14	53
73	Image5D_bf2981_SPOT6.tif:4-1_1_54_3-1_1_1_4-2_1:1284	323.333	398.667	12	54
