 	Label	X	Y	Slice	Frame
1	Image5D_bf2981_SPOT5.tif:1-1_1_1_NA_NA_0-5_1_NA_1:18	170.000	336.000	18	1
2	Image5D_bf2981_SPOT5.tif:1-1_1_2_NA_NA_0-5_1_NA_1:45	158.667	343.333	15	2
3	Image5D_bf2981_SPOT5.tif:1-1_1_3_NA_NA_0-5_1_NA_1:74	168.000	342.667	14	3
4	Image5D_bf2981_SPOT5.tif:1-1_1_4_NA_NA_0-5_1_NA_1:105	154.667	354.667	15	4
5	Image5D_bf2981_SPOT5.tif:1-1_1_5_NA_NA_0-5_1_NA_1:139	168.667	363.333	19	5
6	Image5D_bf2981_SPOT5.tif:1-1_1_6_NA_NA_0-5_1_NA_1:165	184.000	356.667	15	6
7	Image5D_bf2981_SPOT5.tif:1-1_1_7_NA_NA_1_1_NA_1:200	191.333	376.000	20	7
8	Image5D_bf2981_SPOT5.tif:1-1_1_8_NA_NA_1_1_NA_1:228	190.667	338.667	18	8
9	Image5D_bf2981_SPOT5.tif:1-1_1_9_NA_NA_1_1_NA_1:258	188.000	341.333	18	9
10	Image5D_bf2981_SPOT5.tif:1-1_1_10_NA_NA_1_1_NA_1:289	194.667	346.000	19	10
11	Image5D_bf2981_SPOT5.tif:1-1_1_11_NA_NA_1_1_NA_1:319	206.667	331.333	19	11
12	Image5D_bf2981_SPOT5.tif:1-1_1_12_NA_NA_1_1_NA_1:350	177.333	343.333	20	12
13	Image5D_bf2981_SPOT5.tif:1-1_1_13_NA_NA_1_1_NA_1:379	210.000	348.000	19	13
14	Image5D_bf2981_SPOT5.tif:1-1_1_14_NA_NA_1_1_NA_1:408	221.333	362.000	18	14
15	Image5D_bf2981_SPOT5.tif:2-1_1_15_1-1_1_1_2-2_1:440	219.333	333.333	20	15
16	Image5D_bf2981_SPOT5.tif:2-1_1_16_1-1_1_1_2-2_1:470	207.333	356.000	20	16
17	Image5D_bf2981_SPOT5.tif:2-1_1_17_1-1_1_1_2-2_1:498	234.000	353.333	18	17
18	Image5D_bf2981_SPOT5.tif:2-1_1_18_1-1_1_1_2-2_1:529	210.667	351.333	19	18
19	Image5D_bf2981_SPOT5.tif:2-1_1_19_1-1_1_1_2-2_1:559	219.333	340.667	19	19
20	Image5D_bf2981_SPOT5.tif:2-2_1_15_1-1_1_1_2-1_1:440	218.000	336.000	20	15
21	Image5D_bf2981_SPOT5.tif:2-2_1_16_1-1_1_1_2-1_1:470	212.000	358.667	20	16
22	Image5D_bf2981_SPOT5.tif:2-2_1_17_1-1_1_1_2-1_1:499	244.000	356.000	19	17
23	Image5D_bf2981_SPOT5.tif:2-2_1_18_1-1_1_1_2-1_1:529	225.333	353.333	19	18
24	Image5D_bf2981_SPOT5.tif:2-2_1_19_1-1_1_1_2-1_1:559	224.667	344.000	19	19
25	Image5D_bf2981_SPOT5.tif:2-1_1_20_1-1_1_1_2-2_1:589	205.333	320.667	19	20
26	Image5D_bf2981_SPOT5.tif:2-2_1_20_1-1_1_1_2-1_1:589	216.000	322.000	19	20
27	Image5D_bf2981_SPOT5.tif:2-1_1_21_1-1_1_1_2-2_1:619	208.667	314.667	19	21
28	Image5D_bf2981_SPOT5.tif:2-2_1_21_1-1_1_1_2-1_1:619	218.667	322.667	19	21
29	Image5D_bf2981_SPOT5.tif:2-1_1_22_1-1_1_1_2-2_1:647	213.333	302.667	17	22
30	Image5D_bf2981_SPOT5.tif:2-2_1_22_1-1_1_1_2-1_1:647	224.000	304.000	17	22
31	Image5D_bf2981_SPOT5.tif:2-1_1_23_1-1_1_1_2-2_1:677	210.000	298.667	17	23
32	Image5D_bf2981_SPOT5.tif:2-2_1_23_1-1_1_1_2-1_1:677	218.000	300.000	17	23
33	Image5D_bf2981_SPOT5.tif:2-1_1_24_1-1_1_1_2-2_1:707	215.333	294.000	17	24
34	Image5D_bf2981_SPOT5.tif:2-2_1_24_1-1_1_1_2-1_1:707	224.000	295.333	17	24
35	Image5D_bf2981_SPOT5.tif:2-1_1_25_1-1_1_1_2-2_1:737	206.667	300.667	17	25
36	Image5D_bf2981_SPOT5.tif:2-2_1_25_1-1_1_1_2-1_1:737	214.667	305.333	17	25
37	Image5D_bf2981_SPOT5.tif:2-1_1_26_1-1_1_1_2-2_1:767	218.000	299.333	17	26
38	Image5D_bf2981_SPOT5.tif:2-2_1_26_1-1_1_1_2-1_1:767	228.000	304.000	17	26
39	Image5D_bf2981_SPOT5.tif:2-1_1_27_1-1_1_1_2-2_1:798	215.333	312.000	18	27
40	Image5D_bf2981_SPOT5.tif:2-2_1_27_1-1_1_1_2-1_1:798	226.000	316.667	18	27
41	Image5D_bf2981_SPOT5.tif:2-1_1_28_1-1_1_1_2-2_1:827	208.000	307.333	17	28
42	Image5D_bf2981_SPOT5.tif:2-2_1_28_1-1_1_1_2-1_1:827	216.000	312.000	17	28
43	Image5D_bf2981_SPOT5.tif:2-1_1_29_1-1_1_1_2-2_1:857	214.667	306.000	17	29
44	Image5D_bf2981_SPOT5.tif:2-2_1_29_1-1_1_1_2-1_1:857	224.000	312.000	17	29
45	Image5D_bf2981_SPOT5.tif:2-1_1_30_1-1_1_1_2-2_1:887	206.000	297.333	17	30
46	Image5D_bf2981_SPOT5.tif:2-2_1_30_1-1_1_1_2-1_1:887	214.000	306.667	17	30
47	Image5D_bf2981_SPOT5.tif:2-1_1_31_1-1_1_1_2-2_1:917	205.333	307.333	17	31
48	Image5D_bf2981_SPOT5.tif:2-2_1_31_1-1_1_1_2-1_1:917	217.333	311.333	17	31
49	Image5D_bf2981_SPOT5.tif:2-1_1_32_1-1_1_1_2-2_1:947	208.667	306.667	17	32
50	Image5D_bf2981_SPOT5.tif:2-2_1_32_1-1_1_1_2-1_1:947	217.333	309.333	17	32
51	Image5D_bf2981_SPOT5.tif:2-1_1_33_1-1_1_1_2-2_1:977	208.667	310.667	17	33
52	Image5D_bf2981_SPOT5.tif:2-2_1_33_1-1_1_1_2-1_1:977	219.333	312.667	17	33
53	Image5D_bf2981_SPOT5.tif:2-1_1_34_1-1_1_1_2-2_1:1006	207.333	302.000	16	34
54	Image5D_bf2981_SPOT5.tif:2-2_1_34_1-1_1_1_2-1_1:1006	220.667	305.333	16	34
55	Image5D_bf2981_SPOT5.tif:2-1_1_35_1-1_1_1_2-2_1:1039	204.667	299.333	19	35
56	Image5D_bf2981_SPOT5.tif:2-2_1_35_1-1_1_1_2-1_1:1039	215.333	301.333	19	35
57	Image5D_bf2981_SPOT5.tif:2-1_1_36_1-1_1_1_2-2_1:1069	212.000	306.667	19	36
58	Image5D_bf2981_SPOT5.tif:2-2_1_36_1-1_1_1_2-1_1:1069	220.000	309.333	19	36
59	Image5D_bf2981_SPOT5.tif:2-1_1_37_1-1_1_1_2-2_1:1098	210.000	310.667	18	37
60	Image5D_bf2981_SPOT5.tif:2-2_1_37_1-1_1_1_2-1_1:1098	217.333	314.000	18	37
61	Image5D_bf2981_SPOT5.tif:2-1_1_38_1-1_1_1_2-2_1:1126	210.667	314.000	16	38
62	Image5D_bf2981_SPOT5.tif:2-2_1_38_1-1_1_1_2-1_1:1126	219.333	316.667	16	38
63	Image5D_bf2981_SPOT5.tif:2-1_1_39_1-1_1_1_2-2_1:1158	198.000	315.333	18	39
64	Image5D_bf2981_SPOT5.tif:2-2_1_39_1-1_1_1_2-1_1:1158	209.333	321.333	18	39
65	Image5D_bf2981_SPOT5.tif:2-1_1_40_1-1_1_1_2-2_1:1188	205.333	319.333	18	40
66	Image5D_bf2981_SPOT5.tif:2-2_1_40_1-1_1_1_2-1_1:1188	216.000	324.667	18	40
67	Image5D_bf2981_SPOT5.tif:2-1_1_41_1-1_1_1_2-2_1:1218	210.000	312.000	18	41
68	Image5D_bf2981_SPOT5.tif:2-2_1_41_1-1_1_1_2-1_1:1218	216.000	319.333	18	41
69	Image5D_bf2981_SPOT5.tif:2-1_1_42_1-1_1_1_2-2_1:1247	207.333	298.667	17	42
70	Image5D_bf2981_SPOT5.tif:2-2_1_42_1-1_1_1_2-1_1:1247	212.667	308.667	17	42
71	Image5D_bf2981_SPOT5.tif:2-1_1_43_1-1_1_1_2-2_1:1279	205.333	310.667	19	43
72	Image5D_bf2981_SPOT5.tif:2-2_1_43_1-1_1_1_2-1_1:1279	218.667	314.667	19	43
73	Image5D_bf2981_SPOT5.tif:2-1_1_44_1-1_1_1_2-2_1:1307	206.000	314.000	17	44
74	Image5D_bf2981_SPOT5.tif:2-2_1_44_1-1_1_1_2-1_1:1307	216.667	318.667	17	44
75	Image5D_bf2981_SPOT5.tif:2-1_1_45_1-1_1_1_2-2_1:1335	202.000	304.000	15	45
76	Image5D_bf2981_SPOT5.tif:2-2_1_45_1-1_1_1_2-1_1:1335	210.000	308.667	15	45
77	Image5D_bf2981_SPOT5.tif:2-1_1_46_1-1_1_1_2-2_1:1367	196.667	303.333	17	46
78	Image5D_bf2981_SPOT5.tif:2-2_1_46_1-1_1_1_2-1_1:1367	207.333	309.333	17	46
79	Image5D_bf2981_SPOT5.tif:2-1_1_47_1-1_1_1_2-2_1:1397	205.333	303.333	17	47
80	Image5D_bf2981_SPOT5.tif:2-2_1_47_1-1_1_1_2-1_1:1397	211.333	309.333	17	47
81	Image5D_bf2981_SPOT5.tif:2-1_1_48_1-1_1_1_2-2_1:1427	203.333	307.333	17	48
82	Image5D_bf2981_SPOT5.tif:2-2_1_48_1-1_1_1_2-1_1:1427	211.333	315.333	17	48
83	Image5D_bf2981_SPOT5.tif:2-1_1_49_1-1_1_1_2-2_1:1458	204.000	304.000	18	49
84	Image5D_bf2981_SPOT5.tif:2-2_1_49_1-1_1_1_2-1_1:1458	212.667	308.667	18	49
85	Image5D_bf2981_SPOT5.tif:2-1_1_50_1-1_1_1_2-2_1:1488	206.000	309.333	18	50
86	Image5D_bf2981_SPOT5.tif:2-2_1_50_1-1_1_1_2-1_1:1488	214.000	314.000	18	50
87	Image5D_bf2981_SPOT5.tif:2-1_1_51_1-1_1_1_2-2_1:1517	208.667	302.667	17	51
88	Image5D_bf2981_SPOT5.tif:2-2_1_51_1-1_1_1_2-1_1:1517	217.333	306.667	17	51
89	Image5D_bf2981_SPOT5.tif:2-1_1_52_1-1_1_1_2-2_1:1545	206.667	306.000	15	52
90	Image5D_bf2981_SPOT5.tif:2-2_1_52_1-1_1_1_2-1_1:1545	216.667	312.667	15	52
91	Image5D_bf2981_SPOT5.tif:2-1_1_53_1-1_1_1_2-2_1:1577	206.667	296.667	17	53
92	Image5D_bf2981_SPOT5.tif:2-2_1_53_1-1_1_1_2-1_1:1577	215.333	301.333	17	53
93	Image5D_bf2981_SPOT5.tif:2-1_1_54_1-1_1_1_2-2_1:1608	208.000	298.667	18	54
94	Image5D_bf2981_SPOT5.tif:2-2_1_54_1-1_1_1_2-1_1:1608	219.333	303.333	18	54
95	Image5D_bf2981_SPOT5.tif:2-1_1_55_1-1_1_1_2-2_1:1632	204.000	306.000	12	55
96	Image5D_bf2981_SPOT5.tif:2-2_1_55_1-1_1_1_2-1_1:1632	214.000	309.333	12	55
97	Image5D_bf2981_SPOT5.tif:2-1_1_56_1-1_1_1_2-2_1:1659	209.333	306.000	9	56
98	Image5D_bf2981_SPOT5.tif:2-2_1_56_1-1_1_1_2-1_1:1659	217.333	310.667	9	56
99	Image5D_bf2981_SPOT5.tif:2-1_1_57_1-1_1_1_2-2_1:1692	208.000	301.333	12	57
100	Image5D_bf2981_SPOT5.tif:2-2_1_57_1-1_1_1_2-1_1:1692	213.333	307.333	12	57
101	Image5D_bf2981_SPOT5.tif:2-1_1_58_1-1_1_1_2-2_1:1722	209.333	304.667	12	58
102	Image5D_bf2981_SPOT5.tif:2-2_1_58_1-1_1_1_2-1_1:1722	220.000	308.667	12	58
103	Image5D_bf2981_SPOT5.tif:2-1_1_59_1-1_1_1_2-2_1:1752	208.667	301.333	12	59
104	Image5D_bf2981_SPOT5.tif:2-2_1_59_1-1_1_1_2-1_1:1752	217.333	306.000	12	59
105	Image5D_bf2981_SPOT5.tif:2-1_1_60_1-1_1_1_2-2_1:1782	199.333	304.667	12	60
106	Image5D_bf2981_SPOT5.tif:2-2_1_60_1-1_1_1_2-1_1:1782	210.000	310.667	12	60
107	Image5D_bf2981_SPOT5.tif:2-1_1_61_1-1_1_1_2-2_1:1812	188.000	299.333	12	61
108	Image5D_bf2981_SPOT5.tif:2-2_1_61_1-1_1_1_2-1_1:1812	200.667	304.667	12	61
109	Image5D_bf2981_SPOT5.tif:2-1_1_62_1-1_1_1_2-2_1:1842	206.667	313.333	12	62
110	Image5D_bf2981_SPOT5.tif:2-2_1_62_1-1_1_1_2-1_1:1842	214.667	319.333	12	62
111	Image5D_bf2981_SPOT5.tif:2-1_1_63_1-1_1_1_2-2_1:1872	233.333	310.667	12	63
112	Image5D_bf2981_SPOT5.tif:2-2_1_63_1-1_1_1_2-1_1:1872	240.000	314.667	12	63
113	Image5D_bf2981_SPOT5.tif:2-1_1_64_1-1_1_1_2-2_1:1903	235.333	320.000	13	64
114	Image5D_bf2981_SPOT5.tif:2-2_1_64_1-1_1_1_2-1_1:1903	245.333	326.000	13	64
115	Image5D_bf2981_SPOT5.tif:2-1_1_65_1-1_1_1_2-2_1:1933	240.000	333.333	13	65
116	Image5D_bf2981_SPOT5.tif:2-2_1_65_1-1_1_1_2-1_1:1933	246.667	336.667	13	65
117	Image5D_bf2981_SPOT5.tif:2-1_1_66_1-1_1_1_2-2_1:1961	198.000	305.333	11	66
118	Image5D_bf2981_SPOT5.tif:2-2_1_66_1-1_1_1_2-1_1:1961	208.000	310.000	11	66
119	Image5D_bf2981_SPOT5.tif:2-1_1_67_1-1_1_1_2-2_1:1991	208.000	312.667	11	67
120	Image5D_bf2981_SPOT5.tif:2-2_1_67_1-1_1_1_2-1_1:1991	217.333	316.000	11	67
121	Image5D_bf2981_SPOT5.tif:2-1_1_68_1-1_1_1_2-2_1:2022	207.333	307.333	12	68
122	Image5D_bf2981_SPOT5.tif:2-2_1_68_1-1_1_1_2-1_1:2022	216.000	310.667	12	68
123	Image5D_bf2981_SPOT5.tif:2-1_1_69_1-1_1_1_2-2_1:2052	201.333	310.667	12	69
124	Image5D_bf2981_SPOT5.tif:2-2_1_69_1-1_1_1_2-1_1:2052	212.000	315.333	12	69
125	Image5D_bf2981_SPOT5.tif:2-1_1_70_1-1_1_1_2-2_1:2083	202.000	312.000	13	70
126	Image5D_bf2981_SPOT5.tif:2-2_1_70_1-1_1_1_2-1_1:2083	208.000	316.667	13	70
127	Image5D_bf2981_SPOT5.tif:2-1_1_71_1-1_1_1_2-2_1:2113	202.000	310.667	13	71
128	Image5D_bf2981_SPOT5.tif:2-2_1_71_1-1_1_1_2-1_1:2113	209.333	313.333	13	71
129	Image5D_bf2981_SPOT5.tif:2-1_1_72_1-1_1_1_2-2_1:2142	197.333	307.333	12	72
130	Image5D_bf2981_SPOT5.tif:2-2_1_72_1-1_1_1_2-1_1:2142	202.667	310.667	12	72
131	Image5D_bf2981_SPOT5.tif:2-1_1_73_1-1_1_1_2-2_1:2172	203.333	304.000	12	73
132	Image5D_bf2981_SPOT5.tif:2-2_1_73_1-1_1_1_2-1_1:2172	213.333	308.000	12	73
133	Image5D_bf2981_SPOT5.tif:2-1_1_74_1-1_1_1_2-2_1:2202	206.667	315.333	12	74
134	Image5D_bf2981_SPOT5.tif:2-2_1_74_1-1_1_1_2-1_1:2202	214.000	319.333	12	74
135	Image5D_bf2981_SPOT5.tif:2-1_1_75_1-1_1_1_2-2_1:2233	204.000	306.667	13	75
136	Image5D_bf2981_SPOT5.tif:2-2_1_75_1-1_1_1_2-1_1:2233	210.667	308.667	13	75
