 	Label	X	Y	Slice	Frame
1	Image5D_bf2985_SPOT4.tif:1-1_1_1_NA_1_1_NA_1:20	48.000	199.333	20	1
2	Image5D_bf2985_SPOT4.tif:1-1_1_2_NA_1_1_NA_1:42	49.333	195.333	15	2
3	Image5D_bf2985_SPOT4.tif:1-1_1_3_NA_1_1_NA_1:72	56.667	197.333	18	3
4	Image5D_bf2985_SPOT4.tif:1-1_1_4_NA_1_1_NA_1:100	44.667	195.333	19	4
5	Image5D_bf2985_SPOT4.tif:1-1_1_5_NA_1_1_NA_1:127	50.000	186.000	19	5
6	Image5D_bf2985_SPOT4.tif:1-1_1_6_NA_1_1_NA_1:151	54.000	188.000	16	6
7	Image5D_bf2985_SPOT4.tif:1-1_1_7_NA_1_1_NA_1:180	54.000	184.667	18	7
8	Image5D_bf2985_SPOT4.tif:1-1_1_8_NA_1_1_NA_1:206	49.333	173.333	17	8
9	Image5D_bf2985_SPOT4.tif:1-1_1_9_NA_1_1_NA_1:233	43.333	188.667	17	9
10	Image5D_bf2985_SPOT4.tif:1-1_1_10_NA_1_1_NA_1:263	54.000	189.333	20	10
11	Image5D_bf2985_SPOT4.tif:1-1_1_11_NA_1_1_NA_1:289	52.000	184.667	19	11
12	Image5D_bf2985_SPOT4.tif:1-1_1_12_NA_1_1_NA_1:316	49.333	168.667	19	12
13	Image5D_bf2985_SPOT4.tif:1-1_1_13_NA_1_1_NA_1:344	25.333	167.333	20	13
14	Image5D_bf2985_SPOT4.tif:1-1_1_14_NA_1_1_NA_1:369	40.667	181.333	18	14
15	Image5D_bf2985_SPOT4.tif:1-1_1_15_NA_1_1_NA_1:397	34.667	189.333	19	15
16	Image5D_bf2985_SPOT4.tif:1-1_1_16_NA_1_1_NA_1:423	39.333	185.333	18	16
17	Image5D_bf2985_SPOT4.tif:1-1_1_17_NA_1_1_NA_1:451	38.000	186.000	19	17
18	Image5D_bf2985_SPOT4.tif:2-1_1_18_1-1_1_1_2-2_1:478	32.667	184.667	19	18
19	Image5D_bf2985_SPOT4.tif:2-2_2_18_1-1_1_1_2-1_1:478	42.667	191.333	19	18
20	Image5D_bf2985_SPOT4.tif:2-1_1_19_1-1_1_1_2-2_1:506	34.667	181.333	20	19
21	Image5D_bf2985_SPOT4.tif:2-2_2_19_1-1_1_1_2-1_1:506	51.333	192.667	20	19
22	Image5D_bf2985_SPOT4.tif:2-1_1_20_1-1_1_1_2-2_1:531	41.333	187.333	18	20
23	Image5D_bf2985_SPOT4.tif:2-2_2_20_1-1_1_1_2-1_1:531	50.667	195.333	18	20
24	Image5D_bf2985_SPOT4.tif:2-1_1_21_1-1_1_1_2-2_1:558	34.667	189.333	18	21
25	Image5D_bf2985_SPOT4.tif:2-2_2_21_1-1_1_1_2-1_1:558	42.667	197.333	18	21
26	Image5D_bf2985_SPOT4.tif:2-1_1_22_1-1_1_1_2-2_1:583	12.667	186.000	16	22
27	Image5D_bf2985_SPOT4.tif:2-2_2_22_1-1_1_1_2-1_1:583	23.333	190.667	16	22
28	Image5D_bf2985_SPOT4.tif:2-1_1_23_1-1_1_1_2-2_1:609	100.000	198.000	15	23
29	Image5D_bf2985_SPOT4.tif:2-2_2_23_1-1_1_1_2-1_1:609	115.333	203.333	15	23
30	Image5D_bf2985_SPOT4.tif:2-1_1_24_1-1_1_1_2-2_1:638	98.000	191.333	17	24
31	Image5D_bf2985_SPOT4.tif:2-2_2_24_1-1_1_1_2-1_1:638	108.667	200.000	17	24
32	Image5D_bf2985_SPOT4.tif:2-1_1_25_1-1_1_1_2-2_1:667	108.667	182.000	19	25
33	Image5D_bf2985_SPOT4.tif:3-1_3_25_2-2_1_1_3-2_1:667	121.333	190.000	19	25
34	Image5D_bf2985_SPOT4.tif:3-2_3_25_2-2_1_1_3-1_1:667	92.000	216.667	19	25
35	Image5D_bf2985_SPOT4.tif:2-1_1_26_1-1_1_1_2-2_1:689	111.333	192.667	14	26
36	Image5D_bf2985_SPOT4.tif:3-1_3_26_2-2_1_1_3-2_1:689	120.000	198.000	14	26
37	Image5D_bf2985_SPOT4.tif:3-2_3_26_2-2_1_1_3-1_1:689	92.000	227.333	14	26
38	Image5D_bf2985_SPOT4.tif:2-1_1_27_1-1_1_1_2-2_1:719	125.333	194.000	17	27
39	Image5D_bf2985_SPOT4.tif:3-1_3_27_2-2_1_1_3-2_1_0:719	138.000	202.000	17	27
40	Image5D_bf2985_SPOT4.tif:3-2_3_27_2-2_1_1_3-1_1:719	111.333	224.667	17	27
41	Image5D_bf2985_SPOT4.tif:2-1_1_28_1-1_1_1_2-2_1:744	112.667	210.000	15	28
42	Image5D_bf2985_SPOT4.tif:3-2_3_28_2-2_1_1_3-1_1:744	92.667	240.667	15	28
43	Image5D_bf2985_SPOT4.tif:2-1_1_29_1-1_1_1_2-2_1:771	118.667	191.333	15	29
44	Image5D_bf2985_SPOT4.tif:3-2_3_29_2-2_1_1_3-1_1:771	100.667	226.000	15	29
45	Image5D_bf2985_SPOT4.tif:2-1_1_30_1-1_1_1_2-2_1:799	152.667	170.000	16	30
46	Image5D_bf2985_SPOT4.tif:3-2_3_30_2-2_1_1_3-1_1:799	129.333	206.000	16	30
47	Image5D_bf2985_SPOT4.tif:2-1_1_31_1-1_1_1_2-2_1:830	49.333	190.000	20	31
48	Image5D_bf2985_SPOT4.tif:3-2_3_31_2-2_1_1_3-1_1:830	26.000	223.333	20	31
49	Image5D_bf2985_SPOT4.tif:2-1_1_32_1-1_1_1_2-2_1:857	40.667	191.333	20	32
50	Image5D_bf2985_SPOT4.tif:3-2_3_32_2-2_1_1_3-1_1:857	21.333	223.333	20	32
51	Image5D_bf2985_SPOT4.tif:2-1_1_33_1-1_1_1_2-2_1:884	27.333	180.000	20	33
52	Image5D_bf2985_SPOT4.tif:3-2_3_33_2-2_1_1_3-1_1:884	10.667	209.333	20	33
53	Image5D_bf2985_SPOT4.tif:2-1_1_34_1-1_1_1_2-2_1:911	38.667	180.000	20	34
54	Image5D_bf2985_SPOT4.tif:3-2_3_34_2-2_1_1_3-1_1:911	19.333	214.000	20	34
55	Image5D_bf2985_SPOT4.tif:2-1_1_35_1-1_1_1_2-2_1:935	44.667	186.000	17	35
56	Image5D_bf2985_SPOT4.tif:3-2_3_35_2-2_1_1_3-1_1:935	28.000	218.667	17	35
57	Image5D_bf2985_SPOT4.tif:2-1_1_36_1-1_1_1_2-2_1:965	36.667	178.667	20	36
58	Image5D_bf2985_SPOT4.tif:3-2_3_36_2-2_1_1_3-1_1:965	16.000	214.667	20	36
59	Image5D_bf2985_SPOT4.tif:2-1_1_37_1-1_1_1_2-2_1:990	44.667	188.667	18	37
60	Image5D_bf2985_SPOT4.tif:3-2_3_37_2-2_1_1_3-1_1:990	26.667	220.667	18	37
61	Image5D_bf2985_SPOT4.tif:2-1_1_38_1-1_1_1_2-2_1:1020	44.000	187.333	21	38
62	Image5D_bf2985_SPOT4.tif:3-2_3_38_2-2_1_1_3-1_1:1020	24.667	222.000	21	38
63	Image5D_bf2985_SPOT4.tif:2-1_1_39_1-1_1_1_2-2_1:1046	42.667	184.667	20	39
64	Image5D_bf2985_SPOT4.tif:3-2_3_39_2-2_1_1_3-1_1:1046	26.667	221.333	20	39
65	Image5D_bf2985_SPOT4.tif:2-1_1_40_1-1_1_1_2-2_1:1073	48.000	184.667	20	40
66	Image5D_bf2985_SPOT4.tif:3-2_3_40_2-2_1_1_3-1_1:1073	29.333	221.333	20	40
67	Image5D_bf2985_SPOT4.tif:2-1_1_41_1-1_1_1_2-2_1:1099	38.667	185.333	19	41
68	Image5D_bf2985_SPOT4.tif:3-2_3_41_2-2_1_1_3-1_1:1099	16.000	221.333	19	41
69	Image5D_bf2985_SPOT4.tif:2-1_1_42_1-1_1_1_2-2_1:1126	44.667	180.000	19	42
70	Image5D_bf2985_SPOT4.tif:3-2_3_42_2-2_1_1_3-1_1:1126	26.000	213.333	19	42
71	Image5D_bf2985_SPOT4.tif:2-1_1_43_1-1_1_1_2-2_1:1152	43.333	175.333	18	43
72	Image5D_bf2985_SPOT4.tif:3-2_3_43_2-2_1_1_3-1_1:1152	25.333	206.667	18	43
73	Image5D_bf2985_SPOT4.tif:2-1_1_44_1-1_1_1_2-2_1:1179	44.667	182.667	18	44
74	Image5D_bf2985_SPOT4.tif:3-2_3_44_2-2_1_1_3-1_1:1179	31.333	216.000	18	44
75	Image5D_bf2985_SPOT4.tif:2-1_1_45_1-1_1_1_2-2_1:1208	46.667	185.333	20	45
76	Image5D_bf2985_SPOT4.tif:3-2_3_45_2-2_1_1_3-1_1:1208	27.333	222.000	20	45
77	Image5D_bf2985_SPOT4.tif:2-1_1_46_1-1_1_1_2-2_1:1233	52.667	175.333	18	46
78	Image5D_bf2985_SPOT4.tif:3-2_3_46_2-2_1_1_3-1_1:1233	31.333	208.000	18	46
79	Image5D_bf2985_SPOT4.tif:2-1_1_47_1-1_1_1_2-2_1:1261	49.333	180.667	19	47
80	Image5D_bf2985_SPOT4.tif:3-2_3_47_2-2_1_1_3-1_1:1261	29.333	215.333	19	47
81	Image5D_bf2985_SPOT4.tif:2-1_1_48_1-1_1_1_2-2_1:1285	46.000	186.000	16	48
82	Image5D_bf2985_SPOT4.tif:3-2_3_48_2-2_1_1_3-1_1:1285	27.333	216.000	16	48
83	Image5D_bf2985_SPOT4.tif:2-1_1_49_1-1_1_1_2-2_1:1314	43.333	183.333	18	49
84	Image5D_bf2985_SPOT4.tif:3-2_3_49_2-2_1_1_3-1_1:1314	27.333	214.667	18	49
85	Image5D_bf2985_SPOT4.tif:2-1_1_50_1-1_1_1_2-2_1:1342	48.667	175.333	19	50
86	Image5D_bf2985_SPOT4.tif:3-2_3_50_2-2_1_1_3-1_1:1342	32.667	211.333	19	50
87	Image5D_bf2985_SPOT4.tif:2-1_1_51_1-1_1_1_2-2_1:1369	50.000	178.667	19	51
88	Image5D_bf2985_SPOT4.tif:3-2_3_51_2-2_1_1_3-1_1:1369	30.667	214.667	19	51
89	Image5D_bf2985_SPOT4.tif:2-1_1_52_1-1_1_1_2-2_1:1396	51.333	182.667	19	52
90	Image5D_bf2985_SPOT4.tif:3-2_3_52_2-2_1_1_3-1_1:1396	30.667	222.000	19	52
91	Image5D_bf2985_SPOT4.tif:2-1_1_53_1-1_1_1_2-2_1:1423	45.333	184.000	19	53
92	Image5D_bf2985_SPOT4.tif:3-2_3_53_2-2_1_1_3-1_1:1423	28.667	217.333	19	53
93	Image5D_bf2985_SPOT4.tif:2-1_1_54_1-1_1_1_2-2_1:1449	53.333	174.667	18	54
94	Image5D_bf2985_SPOT4.tif:3-2_3_54_2-2_1_1_3-1_1:1449	32.667	206.000	18	54
95	Image5D_bf2985_SPOT4.tif:2-1_1_55_1-1_1_1_2-2_1:1476	52.667	187.333	18	55
96	Image5D_bf2985_SPOT4.tif:3-2_3_55_2-2_1_1_3-1_1:1476	34.667	218.667	18	55
97	Image5D_bf2985_SPOT4.tif:2-1_1_56_1-1_1_1_2-2_1:1503	46.000	185.333	18	56
98	Image5D_bf2985_SPOT4.tif:3-2_3_56_2-2_1_1_3-1_1:1503	29.333	218.000	18	56
99	Image5D_bf2985_SPOT4.tif:2-1_1_57_1-1_1_1_2-2_1:1530	58.667	186.667	18	57
100	Image5D_bf2985_SPOT4.tif:3-2_3_57_2-2_1_1_3-1_1:1530	34.667	220.000	18	57
101	Image5D_bf2985_SPOT4.tif:2-1_1_58_1-1_1_1_2-2_1:1558	60.000	181.333	19	58
102	Image5D_bf2985_SPOT4.tif:3-2_3_58_2-2_1_1_3-1_1:1558	39.333	213.333	19	58
103	Image5D_bf2985_SPOT4.tif:2-1_1_59_1-1_1_1_2-2_1:1583	64.667	177.333	17	59
104	Image5D_bf2985_SPOT4.tif:3-2_3_59_2-2_1_1_3-1_1:1583	43.333	211.333	17	59
105	Image5D_bf2985_SPOT4.tif:2-1_1_60_1-1_1_1_2-2_1:1613	53.333	177.333	20	60
106	Image5D_bf2985_SPOT4.tif:3-2_3_60_2-2_1_1_3-1_1:1613	32.000	212.667	20	60
107	Image5D_bf2985_SPOT4.tif:2-1_1_61_1-1_1_1_2-2_1:1635	64.000	168.667	15	61
108	Image5D_bf2985_SPOT4.tif:3-2_3_61_2-2_1_1_3-1_1:1635	43.333	201.333	15	61
109	Image5D_bf2985_SPOT4.tif:2-1_1_62_1-1_1_1_2-2_1:1662	70.000	167.333	15	62
110	Image5D_bf2985_SPOT4.tif:3-2_3_62_2-2_1_1_3-1_1:1662	45.333	203.333	15	62
111	Image5D_bf2985_SPOT4.tif:2-1_1_63_1-1_1_1_2-2_1:1694	62.000	164.000	20	63
112	Image5D_bf2985_SPOT4.tif:3-2_3_63_2-2_1_1_3-1_1:1694	44.000	194.667	20	63
113	Image5D_bf2985_SPOT4.tif:2-1_1_64_1-1_1_1_2-2_1:1721	66.000	174.667	20	64
114	Image5D_bf2985_SPOT4.tif:3-2_3_64_2-2_1_1_3-1_1:1721	49.333	209.333	20	64
115	Image5D_bf2985_SPOT4.tif:2-1_1_65_1-1_1_1_2-2_1:1748	66.000	171.333	20	65
116	Image5D_bf2985_SPOT4.tif:3-2_3_65_2-2_1_1_3-1_1:1748	44.000	203.333	20	65
117	Image5D_bf2985_SPOT4.tif:2-1_1_66_1-1_1_1_2-2_1:1772	76.000	166.000	17	66
118	Image5D_bf2985_SPOT4.tif:3-2_3_66_2-2_1_1_3-1_1:1772	54.000	195.333	17	66
119	Image5D_bf2985_SPOT4.tif:2-1_1_67_1-1_1_1_2-2_1:1801	76.000	162.667	19	67
120	Image5D_bf2985_SPOT4.tif:3-2_3_67_2-2_1_1_3-1_1:1801	55.333	192.667	19	67
121	Image5D_bf2985_SPOT4.tif:2-1_1_68_1-1_1_1_2-2_1:1828	75.333	170.667	19	68
122	Image5D_bf2985_SPOT4.tif:3-2_3_68_2-2_1_1_3-1_1:1828	49.333	202.667	19	68
123	Image5D_bf2985_SPOT4.tif:2-1_1_69_1-1_1_1_2-2_1:1855	74.000	164.667	19	69
124	Image5D_bf2985_SPOT4.tif:3-2_3_69_2-2_1_1_3-1_1:1855	51.333	194.667	19	69
125	Image5D_bf2985_SPOT4.tif:2-1_1_70_1-1_1_1_2-2_1:1881	86.000	160.000	18	70
126	Image5D_bf2985_SPOT4.tif:3-2_3_70_2-2_1_1_3-1_1:1881	68.667	190.667	18	70
127	Image5D_bf2985_SPOT4.tif:2-1_1_71_1-1_1_1_2-2_1:1910	89.333	148.667	20	71
128	Image5D_bf2985_SPOT4.tif:3-2_3_71_2-2_1_1_3-1_1:1910	67.333	182.667	20	71
129	Image5D_bf2985_SPOT4.tif:2-1_1_72_1-1_1_1_2-2_1:1937	90.667	144.000	20	72
130	Image5D_bf2985_SPOT4.tif:3-2_3_72_2-2_1_1_3-1_1:1937	61.333	175.333	20	72
131	Image5D_bf2985_SPOT4.tif:2-1_1_73_1-1_1_1_2-2_1:1964	102.667	158.667	20	73
132	Image5D_bf2985_SPOT4.tif:3-2_3_73_2-2_1_1_3-1_1:1964	79.333	192.667	20	73
133	Image5D_bf2985_SPOT4.tif:2-1_1_74_1-1_1_1_2-2_1:1991	98.000	160.667	20	74
134	Image5D_bf2985_SPOT4.tif:3-2_3_74_2-2_1_1_3-1_1:1991	76.667	194.000	20	74
